pair,subject,window_ms,fold,accuracy,val_accuracy,best_epoch,n_test
SAA/SFE,1,800,1,55.55555555555556,66.66666666666667,8,18
SAA/SFE,1,800,2,66.66666666666667,83.33333333333333,6,18
SAA/SFE,1,800,3,55.55555555555556,72.22222222222223,14,18
SAA/SFE,1,800,4,55.55555555555556,77.77777777777777,32,18
SAA/SFE,1,800,5,50.0,88.88888888888889,13,18
SAA/SFE,1,1500,1,50.0,66.66666666666667,11,18
SAA/SFE,1,1500,2,66.66666666666667,83.33333333333333,3,18
SAA/SFE,1,1500,3,38.888888888888886,72.22222222222223,26,18
SAA/SFE,1,1500,4,44.44444444444444,72.22222222222223,12,18
SAA/SFE,1,1500,5,27.77777777777778,55.55555555555556,15,18
SAA/SFE,1,3000,1,61.111111111111114,66.66666666666667,19,18
SAA/SFE,1,3000,2,55.55555555555556,77.77777777777777,3,18
SAA/SFE,1,3000,3,50.0,50.0,3,18
SAA/SFE,1,3000,4,50.0,61.111111111111114,10,18
SAA/SFE,1,3000,5,33.333333333333336,61.111111111111114,2,18
SAA/SFE,1,4000,1,27.77777777777778,72.22222222222223,15,18
SAA/SFE,1,4000,2,55.55555555555556,77.77777777777777,1,18
SAA/SFE,1,4000,3,33.333333333333336,66.66666666666667,7,18
SAA/SFE,1,4000,4,27.77777777777778,61.111111111111114,11,18
SAA/SFE,1,4000,5,27.77777777777778,77.77777777777777,31,18
SAA/SFE,2,800,1,50.0,50.0,2,16
SAA/SFE,2,800,2,37.5,56.25,1,16
SAA/SFE,2,800,3,37.5,56.25,11,16
SAA/SFE,2,800,4,56.25,62.5,3,16
SAA/SFE,2,800,5,62.5,68.75,1,16
SAA/SFE,2,1500,1,50.0,56.25,2,16
SAA/SFE,2,1500,2,50.0,75.0,2,16
SAA/SFE,2,1500,3,37.5,56.25,1,16
SAA/SFE,2,1500,4,56.25,56.25,3,16
SAA/SFE,2,1500,5,50.0,62.5,21,16
SAA/SFE,2,3000,1,75.0,62.5,1,16
SAA/SFE,2,3000,2,43.75,56.25,16,16
SAA/SFE,2,3000,3,50.0,56.25,17,16
SAA/SFE,2,3000,4,50.0,62.5,20,16
SAA/SFE,2,3000,5,25.0,56.25,14,16
SAA/SFE,2,4000,1,43.75,62.5,13,16
SAA/SFE,2,4000,2,68.75,68.75,24,16
SAA/SFE,2,4000,3,43.75,62.5,7,16
SAA/SFE,2,4000,4,43.75,56.25,1,16
SAA/SFE,2,4000,5,31.25,56.25,19,16
SAA/SFE,3,800,1,62.5,87.5,13,16
SAA/SFE,3,800,2,62.5,87.5,13,16
SAA/SFE,3,800,3,50.0,62.5,6,16
SAA/SFE,3,800,4,50.0,75.0,21,16
SAA/SFE,3,800,5,68.75,81.25,29,16
SAA/SFE,3,1500,1,50.0,68.75,23,16
SAA/SFE,3,1500,2,43.75,93.75,27,16
SAA/SFE,3,1500,3,62.5,56.25,25,16
SAA/SFE,3,1500,4,56.25,81.25,13,16
SAA/SFE,3,1500,5,56.25,68.75,7,16
SAA/SFE,3,3000,1,50.0,75.0,2,16
SAA/SFE,3,3000,2,56.25,62.5,12,16
SAA/SFE,3,3000,3,50.0,62.5,2,16
SAA/SFE,3,3000,4,62.5,75.0,13,16
SAA/SFE,3,3000,5,56.25,50.0,1,16
SAA/SFE,3,4000,1,50.0,81.25,16,16
SAA/SFE,3,4000,2,68.75,81.25,27,16
SAA/SFE,3,4000,3,43.75,75.0,4,16
SAA/SFE,3,4000,4,50.0,81.25,14,16
SAA/SFE,3,4000,5,75.0,56.25,14,16
SAA/SFE,4,800,1,50.0,81.25,4,16
SAA/SFE,4,800,2,56.25,68.75,2,16
SAA/SFE,4,800,3,75.0,81.25,32,16
SAA/SFE,4,800,4,75.0,100.0,13,16
SAA/SFE,4,800,5,62.5,75.0,5,16
SAA/SFE,4,1500,1,81.25,87.5,13,16
SAA/SFE,4,1500,2,68.75,81.25,7,16
SAA/SFE,4,1500,3,68.75,75.0,20,16
SAA/SFE,4,1500,4,50.0,81.25,3,16
SAA/SFE,4,1500,5,62.5,93.75,18,16
SAA/SFE,4,3000,1,68.75,75.0,12,16
SAA/SFE,4,3000,2,75.0,68.75,19,16
SAA/SFE,4,3000,3,68.75,81.25,5,16
SAA/SFE,4,3000,4,56.25,81.25,29,16
SAA/SFE,4,3000,5,75.0,68.75,9,16
SAA/SFE,4,4000,1,75.0,68.75,11,16
SAA/SFE,4,4000,2,68.75,62.5,8,16
SAA/SFE,4,4000,3,62.5,75.0,4,16
SAA/SFE,4,4000,4,50.0,68.75,7,16
SAA/SFE,4,4000,5,37.5,75.0,6,16
SAA/SFE,5,800,1,70.58823529411765,87.5,12,17
SAA/SFE,5,800,2,56.25,52.94117647058823,9,16
SAA/SFE,5,800,3,68.75,70.58823529411765,15,16
SAA/SFE,5,800,4,56.25,76.47058823529412,18,16
SAA/SFE,5,800,5,62.5,64.70588235294117,13,16
SAA/SFE,5,1500,1,82.3529411764706,68.75,13,17
SAA/SFE,5,1500,2,68.75,82.3529411764706,5,16
SAA/SFE,5,1500,3,75.0,94.11764705882354,19,16
SAA/SFE,5,1500,4,75.0,82.3529411764706,9,16
SAA/SFE,5,1500,5,43.75,64.70588235294117,9,16
SAA/SFE,5,3000,1,58.8235294117647,62.5,1,17
SAA/SFE,5,3000,2,81.25,88.23529411764706,8,16
SAA/SFE,5,3000,3,81.25,82.3529411764706,7,16
SAA/SFE,5,3000,4,62.5,76.47058823529412,5,16
SAA/SFE,5,3000,5,62.5,88.23529411764706,11,16
SAA/SFE,5,4000,1,88.23529411764706,62.5,21,17
SAA/SFE,5,4000,2,56.25,70.58823529411765,1,16
SAA/SFE,5,4000,3,62.5,82.3529411764706,15,16
SAA/SFE,5,4000,4,62.5,82.3529411764706,2,16
SAA/SFE,5,4000,5,43.75,88.23529411764706,5,16
SAA/SFE,6,800,1,50.0,68.75,7,16
SAA/SFE,6,800,2,43.75,50.0,5,16
SAA/SFE,6,800,3,75.0,68.75,15,16
SAA/SFE,6,800,4,62.5,68.75,26,16
SAA/SFE,6,800,5,62.5,75.0,3,16
SAA/SFE,6,1500,1,50.0,75.0,11,16
SAA/SFE,6,1500,2,62.5,75.0,16,16
SAA/SFE,6,1500,3,75.0,75.0,10,16
SAA/SFE,6,1500,4,75.0,87.5,15,16
SAA/SFE,6,1500,5,68.75,100.0,15,16
SAA/SFE,6,3000,1,56.25,62.5,3,16
SAA/SFE,6,3000,2,56.25,87.5,23,16
SAA/SFE,6,3000,3,62.5,81.25,9,16
SAA/SFE,6,3000,4,81.25,81.25,20,16
SAA/SFE,6,3000,5,50.0,81.25,9,16
SAA/SFE,6,4000,1,62.5,75.0,4,16
SAA/SFE,6,4000,2,75.0,81.25,5,16
SAA/SFE,6,4000,3,68.75,81.25,9,16
SAA/SFE,6,4000,4,81.25,87.5,19,16
SAA/SFE,6,4000,5,62.5,81.25,5,16
SAA/SFE,7,800,1,50.0,56.25,1,16
SAA/SFE,7,800,2,62.5,68.75,24,16
SAA/SFE,7,800,3,62.5,81.25,14,16
SAA/SFE,7,800,4,56.25,56.25,8,16
SAA/SFE,7,800,5,56.25,81.25,1,16
SAA/SFE,7,1500,1,31.25,75.0,12,16
SAA/SFE,7,1500,2,62.5,68.75,7,16
SAA/SFE,7,1500,3,62.5,75.0,14,16
SAA/SFE,7,1500,4,43.75,62.5,7,16
SAA/SFE,7,1500,5,56.25,56.25,14,16
SAA/SFE,7,3000,1,56.25,75.0,5,16
SAA/SFE,7,3000,2,50.0,68.75,5,16
SAA/SFE,7,3000,3,68.75,68.75,8,16
SAA/SFE,7,3000,4,62.5,75.0,18,16
SAA/SFE,7,3000,5,50.0,68.75,6,16
SAA/SFE,7,4000,1,62.5,81.25,26,16
SAA/SFE,7,4000,2,68.75,87.5,5,16
SAA/SFE,7,4000,3,56.25,56.25,3,16
SAA/SFE,7,4000,4,62.5,75.0,6,16
SAA/SFE,7,4000,5,56.25,62.5,17,16
SAA/SFE,8,800,1,56.25,56.25,1,16
SAA/SFE,8,800,2,43.75,62.5,10,16
SAA/SFE,8,800,3,68.75,75.0,12,16
SAA/SFE,8,800,4,50.0,56.25,10,16
SAA/SFE,8,800,5,68.75,68.75,12,16
SAA/SFE,8,1500,1,56.25,62.5,7,16
SAA/SFE,8,1500,2,56.25,62.5,5,16
SAA/SFE,8,1500,3,62.5,62.5,19,16
SAA/SFE,8,1500,4,62.5,56.25,1,16
SAA/SFE,8,1500,5,50.0,50.0,1,16
SAA/SFE,8,3000,1,56.25,62.5,11,16
SAA/SFE,8,3000,2,56.25,62.5,31,16
SAA/SFE,8,3000,3,50.0,75.0,8,16
SAA/SFE,8,3000,4,50.0,62.5,2,16
SAA/SFE,8,3000,5,50.0,56.25,2,16
SAA/SFE,8,4000,1,50.0,62.5,2,16
SAA/SFE,8,4000,2,68.75,56.25,1,16
SAA/SFE,8,4000,3,43.75,68.75,1,16
SAA/SFE,8,4000,4,56.25,56.25,12,16
SAA/SFE,8,4000,5,62.5,62.5,6,16
SAA/SFE,9,800,1,43.75,50.0,1,16
SAA/SFE,9,800,2,56.25,56.25,1,16
SAA/SFE,9,800,3,56.25,56.25,1,16
SAA/SFE,9,800,4,68.75,56.25,12,16
SAA/SFE,9,800,5,50.0,81.25,13,16
SAA/SFE,9,1500,1,68.75,75.0,7,16
SAA/SFE,9,1500,2,68.75,68.75,4,16
SAA/SFE,9,1500,3,81.25,62.5,4,16
SAA/SFE,9,1500,4,93.75,75.0,17,16
SAA/SFE,9,1500,5,50.0,68.75,20,16
SAA/SFE,9,3000,1,62.5,81.25,7,16
SAA/SFE,9,3000,2,75.0,75.0,10,16
SAA/SFE,9,3000,3,56.25,87.5,21,16
SAA/SFE,9,3000,4,56.25,68.75,2,16
SAA/SFE,9,3000,5,68.75,93.75,5,16
SAA/SFE,9,4000,1,62.5,87.5,18,16
SAA/SFE,9,4000,2,68.75,56.25,15,16
SAA/SFE,9,4000,3,62.5,81.25,29,16
SAA/SFE,9,4000,4,62.5,81.25,9,16
SAA/SFE,9,4000,5,50.0,75.0,12,16
SAA/SFE,10,800,1,81.25,81.25,6,16
SAA/SFE,10,800,2,68.75,93.75,25,16
SAA/SFE,10,800,3,75.0,93.75,4,16
SAA/SFE,10,800,4,81.25,81.25,17,16
SAA/SFE,10,800,5,75.0,75.0,28,16
SAA/SFE,10,1500,1,75.0,81.25,17,16
SAA/SFE,10,1500,2,62.5,87.5,16,16
SAA/SFE,10,1500,3,43.75,68.75,20,16
SAA/SFE,10,1500,4,62.5,93.75,25,16
SAA/SFE,10,1500,5,87.5,81.25,22,16
SAA/SFE,10,3000,1,62.5,75.0,9,16
SAA/SFE,10,3000,2,75.0,87.5,15,16
SAA/SFE,10,3000,3,62.5,75.0,5,16
SAA/SFE,10,3000,4,75.0,87.5,4,16
SAA/SFE,10,3000,5,75.0,75.0,10,16
SAA/SFE,10,4000,1,75.0,81.25,7,16
SAA/SFE,10,4000,2,68.75,87.5,19,16
SAA/SFE,10,4000,3,56.25,81.25,8,16
SAA/SFE,10,4000,4,68.75,93.75,23,16
SAA/SFE,10,4000,5,81.25,87.5,7,16
SAA/SFE,11,800,1,68.75,68.75,6,16
SAA/SFE,11,800,2,62.5,68.75,8,16
SAA/SFE,11,800,3,62.5,81.25,24,16
SAA/SFE,11,800,4,68.75,68.75,14,16
SAA/SFE,11,800,5,62.5,62.5,4,16
SAA/SFE,11,1500,1,81.25,100.0,15,16
SAA/SFE,11,1500,2,81.25,56.25,4,16
SAA/SFE,11,1500,3,68.75,93.75,6,16
SAA/SFE,11,1500,4,75.0,100.0,21,16
SAA/SFE,11,1500,5,62.5,75.0,1,16
SAA/SFE,11,3000,1,62.5,87.5,7,16
SAA/SFE,11,3000,2,93.75,81.25,28,16
SAA/SFE,11,3000,3,75.0,81.25,10,16
SAA/SFE,11,3000,4,62.5,100.0,12,16
SAA/SFE,11,3000,5,81.25,81.25,8,16
SAA/SFE,11,4000,1,56.25,87.5,18,16
SAA/SFE,11,4000,2,68.75,93.75,10,16
SAA/SFE,11,4000,3,87.5,93.75,14,16
SAA/SFE,11,4000,4,81.25,100.0,10,16
SAA/SFE,11,4000,5,56.25,81.25,10,16
SAA/SFE,12,800,1,81.25,87.5,25,16
SAA/SFE,12,800,2,56.25,81.25,16,16
SAA/SFE,12,800,3,75.0,87.5,7,16
SAA/SFE,12,800,4,68.75,81.25,12,16
SAA/SFE,12,800,5,37.5,75.0,5,16
SAA/SFE,12,1500,1,50.0,93.75,24,16
SAA/SFE,12,1500,2,62.5,68.75,34,16
SAA/SFE,12,1500,3,50.0,87.5,21,16
SAA/SFE,12,1500,4,68.75,68.75,8,16
SAA/SFE,12,1500,5,56.25,75.0,21,16
SAA/SFE,12,3000,1,43.75,81.25,12,16
SAA/SFE,12,3000,2,75.0,81.25,14,16
SAA/SFE,12,3000,3,56.25,68.75,14,16
SAA/SFE,12,3000,4,75.0,81.25,16,16
SAA/SFE,12,3000,5,56.25,81.25,4,16
SAA/SFE,12,4000,1,62.5,81.25,2,16
SAA/SFE,12,4000,2,56.25,68.75,4,16
SAA/SFE,12,4000,3,62.5,75.0,3,16
SAA/SFE,12,4000,4,81.25,81.25,5,16
SAA/SFE,12,4000,5,43.75,87.5,6,16
SAA/SFE,13,800,1,50.0,68.75,11,16
SAA/SFE,13,800,2,62.5,68.75,1,16
SAA/SFE,13,800,3,31.25,68.75,2,16
SAA/SFE,13,800,4,37.5,62.5,2,16
SAA/SFE,13,800,5,68.75,68.75,13,16
SAA/SFE,13,1500,1,56.25,81.25,10,16
SAA/SFE,13,1500,2,50.0,75.0,11,16
SAA/SFE,13,1500,3,62.5,68.75,2,16
SAA/SFE,13,1500,4,87.5,75.0,5,16
SAA/SFE,13,1500,5,50.0,75.0,8,16
SAA/SFE,13,3000,1,50.0,68.75,12,16
SAA/SFE,13,3000,2,50.0,75.0,12,16
SAA/SFE,13,3000,3,43.75,75.0,19,16
SAA/SFE,13,3000,4,81.25,81.25,17,16
SAA/SFE,13,3000,5,50.0,87.5,12,16
SAA/SFE,13,4000,1,62.5,81.25,10,16
SAA/SFE,13,4000,2,50.0,81.25,12,16
SAA/SFE,13,4000,3,75.0,75.0,7,16
SAA/SFE,13,4000,4,81.25,87.5,18,16
SAA/SFE,13,4000,5,68.75,75.0,10,16
SAA/SFE,14,800,1,56.25,62.5,12,16
SAA/SFE,14,800,2,56.25,62.5,1,16
SAA/SFE,14,800,3,56.25,62.5,1,16
SAA/SFE,14,800,4,62.5,62.5,15,16
SAA/SFE,14,800,5,56.25,87.5,2,16
SAA/SFE,14,1500,1,62.5,75.0,34,16
SAA/SFE,14,1500,2,62.5,62.5,11,16
SAA/SFE,14,1500,3,56.25,62.5,8,16
SAA/SFE,14,1500,4,56.25,56.25,2,16
SAA/SFE,14,1500,5,50.0,81.25,17,16
SAA/SFE,14,3000,1,62.5,68.75,11,16
SAA/SFE,14,3000,2,50.0,56.25,2,16
SAA/SFE,14,3000,3,50.0,68.75,19,16
SAA/SFE,14,3000,4,68.75,56.25,27,16
SAA/SFE,14,3000,5,50.0,75.0,12,16
SAA/SFE,14,4000,1,62.5,68.75,26,16
SAA/SFE,14,4000,2,37.5,62.5,1,16
SAA/SFE,14,4000,3,62.5,68.75,5,16
SAA/SFE,14,4000,4,43.75,62.5,5,16
SAA/SFE,14,4000,5,43.75,87.5,16,16
SAA/SFE,15,800,1,62.5,56.25,2,16
SAA/SFE,15,800,2,68.75,56.25,7,16
SAA/SFE,15,800,3,43.75,68.75,26,16
SAA/SFE,15,800,4,62.5,62.5,14,16
SAA/SFE,15,800,5,56.25,81.25,7,16
SAA/SFE,15,1500,1,75.0,75.0,5,16
SAA/SFE,15,1500,2,43.75,81.25,9,16
SAA/SFE,15,1500,3,37.5,68.75,1,16
SAA/SFE,15,1500,4,56.25,68.75,14,16
SAA/SFE,15,1500,5,43.75,81.25,8,16
SAA/SFE,15,3000,1,37.5,56.25,1,16
SAA/SFE,15,3000,2,62.5,50.0,3,16
SAA/SFE,15,3000,3,43.75,75.0,12,16
SAA/SFE,15,3000,4,50.0,50.0,2,16
SAA/SFE,15,3000,5,56.25,68.75,3,16
SAA/SFE,15,4000,1,56.25,75.0,5,16
SAA/SFE,15,4000,2,50.0,62.5,2,16
SAA/SFE,15,4000,3,62.5,62.5,5,16
SAA/SFE,15,4000,4,43.75,50.0,1,16
SAA/SFE,15,4000,5,37.5,75.0,21,16
SAA/SFE,16,800,1,62.5,62.5,13,16
SAA/SFE,16,800,2,43.75,81.25,12,16
SAA/SFE,16,800,3,62.5,56.25,16,16
SAA/SFE,16,800,4,75.0,87.5,12,16
SAA/SFE,16,800,5,50.0,68.75,6,16
SAA/SFE,16,1500,1,62.5,81.25,11,16
SAA/SFE,16,1500,2,56.25,68.75,6,16
SAA/SFE,16,1500,3,25.0,50.0,1,16
SAA/SFE,16,1500,4,62.5,75.0,17,16
SAA/SFE,16,1500,5,56.25,81.25,20,16
SAA/SFE,16,3000,1,62.5,68.75,27,16
SAA/SFE,16,3000,2,62.5,56.25,7,16
SAA/SFE,16,3000,3,43.75,68.75,9,16
SAA/SFE,16,3000,4,68.75,68.75,9,16
SAA/SFE,16,3000,5,56.25,75.0,11,16
SAA/SFE,16,4000,1,62.5,75.0,26,16
SAA/SFE,16,4000,2,81.25,68.75,14,16
SAA/SFE,16,4000,3,62.5,87.5,14,16
SAA/SFE,16,4000,4,43.75,62.5,5,16
SAA/SFE,16,4000,5,43.75,75.0,14,16
SAA/SFE,17,800,1,50.0,68.75,19,16
SAA/SFE,17,800,2,50.0,68.75,6,16
SAA/SFE,17,800,3,68.75,62.5,3,16
SAA/SFE,17,800,4,43.75,62.5,6,16
SAA/SFE,17,800,5,62.5,68.75,16,16
SAA/SFE,17,1500,1,50.0,68.75,11,16
SAA/SFE,17,1500,2,56.25,62.5,3,16
SAA/SFE,17,1500,3,81.25,75.0,8,16
SAA/SFE,17,1500,4,37.5,75.0,6,16
SAA/SFE,17,1500,5,37.5,62.5,7,16
SAA/SFE,17,3000,1,18.75,68.75,12,16
SAA/SFE,17,3000,2,50.0,62.5,10,16
SAA/SFE,17,3000,3,43.75,68.75,13,16
SAA/SFE,17,3000,4,37.5,75.0,18,16
SAA/SFE,17,3000,5,56.25,81.25,9,16
SAA/SFE,17,4000,1,56.25,68.75,5,16
SAA/SFE,17,4000,2,56.25,81.25,9,16
SAA/SFE,17,4000,3,62.5,62.5,3,16
SAA/SFE,17,4000,4,43.75,68.75,6,16
