pair,mode,subject,window_ms,accuracy,n_test
EFE/SAA,cwt,1,4000,51.11111111111111,90
EFE/SAA,cwt,2,4000,63.74999999999999,80
EFE/SAA,cwt,3,4000,55.00000000000001,80
EFE/SAA,cwt,4,4000,58.75,80
EFE/SAA,cwt,5,4000,50.0,80
EFE/SAA,cwt,6,4000,51.24999999999999,80
EFE/SAA,cwt,7,4000,63.74999999999999,80
EFE/SAA,cwt,8,4000,52.5,80
EFE/SAA,cwt,9,4000,73.75,80
EFE/SAA,cwt,10,4000,75.0,80
EFE/SAA,cwt,11,4000,82.5,80
EFE/SAA,cwt,12,4000,68.75,80
EFE/SAA,cwt,13,4000,47.5,80
EFE/SAA,cwt,14,4000,37.5,80
EFE/SAA,cwt,15,4000,51.24999999999999,80
EFE/SAA,cwt,16,4000,70.0,80
EFE/SAA,cwt,17,4000,55.00000000000001,80
EFE/SAA,cwt,18,4000,88.75,80
