pair,mode,subject,window_ms,accuracy,n_test
WFE/WAA,raw,1,4000,61.111111111111114,90
WFE/WAA,raw,2,4000,61.25000000000001,80
WFE/WAA,raw,3,4000,66.25,80
WFE/WAA,raw,4,4000,62.5,80
WFE/WAA,raw,5,4000,67.5,80
WFE/WAA,raw,6,4000,61.25000000000001,80
WFE/WAA,raw,7,4000,65.0,80
WFE/WAA,raw,8,4000,61.25000000000001,80
WFE/WAA,raw,9,4000,52.5,80
WFE/WAA,raw,10,4000,48.75,80
WFE/WAA,raw,11,4000,67.5,80
WFE/WAA,raw,12,4000,52.5,80
WFE/WAA,raw,13,4000,50.0,80
WFE/WAA,raw,14,4000,61.25000000000001,80
WFE/WAA,raw,15,4000,51.24999999999999,80
WFE/WAA,raw,16,4000,58.75,80
WFE/WAA,raw,17,4000,57.49999999999999,80
WFE/WAA,raw,18,4000,67.5,80
