pair,mode,subject,fold,acc,kappa,f1,n
EFE/SPS,fbc,18,1,62.5,0.25,0.6190476190476191,16
EFE/SPS,fbc,18,2,75.0,0.5,0.746031746031746,16
EFE/SPS,fbc,18,3,68.75,0.375,0.6761133603238867,16
EFE/SPS,fbc,18,4,62.5,0.25,0.6190476190476191,16
EFE/SPS,fbc,18,5,62.5,0.25,0.6,16
EFE/SPS,raw,1,1,55.55555555555556,0.11111111111111116,0.5555555555555556,18
EFE/SPS,raw,1,2,50.0,0.0,0.4984520123839009,18
EFE/SPS,raw,1,3,55.55555555555556,0.11111111111111116,0.5324675324675324,18
EFE/SPS,raw,1,4,33.33333333333333,-0.33333333333333337,0.3333333333333333,18
EFE/SPS,raw,1,5,72.22222222222221,0.4444444444444444,0.7213622291021672,18
EFE/SPS,raw,2,1,56.25,0.125,0.5607843137254902,16
EFE/SPS,raw,2,2,68.75,0.375,0.6862745098039216,16
EFE/SPS,raw,2,3,75.0,0.5,0.746031746031746,16
EFE/SPS,raw,2,4,75.0,0.5,0.746031746031746,16
EFE/SPS,raw,2,5,37.5,-0.25,0.36507936507936506,16
EFE/SPS,raw,3,1,37.5,-0.25,0.375,16
EFE/SPS,raw,3,2,56.25,0.125,0.5465587044534412,16
EFE/SPS,raw,3,3,75.0,0.5,0.746031746031746,16
EFE/SPS,raw,3,4,56.25,0.125,0.5465587044534412,16
EFE/SPS,raw,3,5,68.75,0.375,0.6862745098039216,16
EFE/SPS,raw,4,1,75.0,0.5,0.75,16
EFE/SPS,raw,4,2,56.25,0.125,0.5465587044534412,16
EFE/SPS,raw,4,3,68.75,0.375,0.6862745098039216,16
EFE/SPS,raw,4,4,56.25,0.125,0.5607843137254902,16
EFE/SPS,raw,4,5,75.0,0.5,0.746031746031746,16
EFE/SPS,raw,5,1,56.25,0.125,0.5607843137254902,16
EFE/SPS,raw,5,2,43.75,-0.125,0.41700404858299595,16
EFE/SPS,raw,5,3,50.0,0.0,0.4920634920634921,16
EFE/SPS,raw,5,4,62.5,0.25,0.625,16
EFE/SPS,raw,5,5,25.0,-0.5,0.23809523809523808,16
EFE/SPS,raw,6,1,43.75,-0.125,0.43529411764705883,16
EFE/SPS,raw,6,2,50.0,0.0,0.4920634920634921,16
EFE/SPS,raw,6,3,56.25,0.125,0.5607843137254902,16
EFE/SPS,raw,6,4,50.0,0.0,0.3333333333333333,16
EFE/SPS,raw,6,5,43.75,-0.125,0.43529411764705883,16
EFE/SPS,raw,7,1,68.75,0.375,0.6862745098039216,16
EFE/SPS,raw,7,2,62.5,0.25,0.6190476190476191,16
EFE/SPS,raw,7,3,81.25,0.625,0.8056680161943319,16
EFE/SPS,raw,7,4,68.75,0.375,0.6862745098039216,16
EFE/SPS,raw,7,5,50.0,0.0,0.4920634920634921,16
EFE/SPS,raw,8,1,81.25,0.625,0.8117647058823529,16
EFE/SPS,raw,8,2,62.5,0.25,0.6190476190476191,16
EFE/SPS,raw,8,3,62.5,0.25,0.625,16
EFE/SPS,raw,8,4,56.25,0.125,0.5607843137254902,16
EFE/SPS,raw,8,5,50.0,0.0,0.4181818181818182,16
EFE/SPS,raw,9,1,75.0,0.5,0.75,16
EFE/SPS,raw,9,2,68.75,0.375,0.6761133603238867,16
EFE/SPS,raw,9,3,68.75,0.375,0.6862745098039216,16
EFE/SPS,raw,9,4,81.25,0.625,0.8117647058823529,16
EFE/SPS,raw,9,5,50.0,0.0,0.5,16
EFE/SPS,raw,10,1,68.75,0.375,0.6862745098039216,16
EFE/SPS,raw,10,2,43.75,-0.125,0.41700404858299595,16
EFE/SPS,raw,10,3,68.75,0.375,0.6536796536796536,16
EFE/SPS,raw,10,4,75.0,0.5,0.746031746031746,16
EFE/SPS,raw,10,5,56.25,0.125,0.5607843137254902,16
EFE/SPS,raw,11,1,43.75,-0.125,0.41700404858299595,16
EFE/SPS,raw,11,2,62.5,0.25,0.625,16
EFE/SPS,raw,11,3,62.5,0.25,0.6190476190476191,16
EFE/SPS,raw,11,4,75.0,0.5,0.746031746031746,16
EFE/SPS,raw,11,5,62.5,0.25,0.6,16
EFE/SPS,raw,12,1,62.5,0.25,0.6190476190476191,16
EFE/SPS,raw,12,2,62.5,0.25,0.625,16
EFE/SPS,raw,12,3,50.0,0.0,0.5,16
EFE/SPS,raw,12,4,62.5,0.25,0.6190476190476191,16
EFE/SPS,raw,12,5,56.25,0.125,0.5607843137254902,16
EFE/SPS,raw,13,1,43.75,-0.125,0.41700404858299595,16
EFE/SPS,raw,13,2,68.75,0.375,0.6862745098039216,16
EFE/SPS,raw,13,3,62.5,0.25,0.6,16
EFE/SPS,raw,13,4,43.75,-0.125,0.43529411764705883,16
EFE/SPS,raw,13,5,62.5,0.25,0.5636363636363637,16
EFE/SPS,raw,14,1,25.0,-0.5,0.25,16
EFE/SPS,raw,14,2,56.25,0.125,0.5607843137254902,16
EFE/SPS,raw,14,3,56.25,0.125,0.5607843137254902,16
EFE/SPS,raw,14,4,56.25,0.125,0.5465587044534412,16
EFE/SPS,raw,14,5,25.0,-0.5,0.23809523809523808,16
EFE/SPS,raw,15,1,37.5,-0.25,0.375,16
EFE/SPS,raw,15,2,56.25,0.125,0.5465587044534412,16
EFE/SPS,raw,15,3,56.25,0.125,0.5607843137254902,16
EFE/SPS,raw,15,4,31.25,-0.375,0.2874493927125506,16
EFE/SPS,raw,15,5,56.25,0.125,0.45893719806763283,16
EFE/SPS,raw,16,1,62.5,0.25,0.625,16
EFE/SPS,raw,16,2,50.0,0.0,0.4920634920634921,16
EFE/SPS,raw,16,3,50.0,0.0,0.5,16
EFE/SPS,raw,16,4,37.5,-0.25,0.375,16
EFE/SPS,raw,16,5,75.0,0.5,0.746031746031746,16
EFE/SPS,raw,17,1,43.75,-0.125,0.41700404858299595,16
EFE/SPS,raw,17,2,43.75,-0.125,0.41700404858299595,16
EFE/SPS,raw,17,3,68.75,0.375,0.6761133603238867,16
EFE/SPS,raw,17,4,43.75,-0.125,0.43529411764705883,16
EFE/SPS,raw,17,5,50.0,0.0,0.4920634920634921,16
EFE/SPS,raw,18,1,62.5,0.25,0.6190476190476191,16
EFE/SPS,raw,18,2,62.5,0.25,0.625,16
EFE/SPS,raw,18,3,56.25,0.125,0.5151515151515151,16
EFE/SPS,raw,18,4,68.75,0.375,0.6862745098039216,16
EFE/SPS,raw,18,5,81.25,0.625,0.8117647058823529,16
EPS/EFE,fbc,1,1,83.33333333333334,0.6666666666666667,0.8285714285714285,18
EPS/EFE,fbc,1,2,72.22222222222221,0.4444444444444444,0.7213622291021672,18
EPS/EFE,fbc,1,3,55.55555555555556,0.11111111111111116,0.55,18
EPS/EFE,fbc,1,4,55.55555555555556,0.11111111111111116,0.55,18
EPS/EFE,fbc,1,5,61.111111111111114,0.22222222222222232,0.609907120743034,18
EPS/EFE,fbc,2,1,56.25,0.125,0.5465587044534412,16
EPS/EFE,fbc,2,2,43.75,-0.125,0.43529411764705883,16
EPS/EFE,fbc,2,3,68.75,0.375,0.6536796536796536,16
EPS/EFE,fbc,2,4,62.5,0.25,0.625,16
EPS/EFE,fbc,2,5,37.5,-0.25,0.375,16
EPS/EFE,fbc,3,1,62.5,0.25,0.6190476190476191,16
EPS/EFE,fbc,3,2,50.0,0.0,0.4920634920634921,16
EPS/EFE,fbc,3,3,50.0,0.0,0.4666666666666667,16
EPS/EFE,fbc,3,4,56.25,0.125,0.5151515151515151,16
EPS/EFE,fbc,3,5,43.75,-0.125,0.41700404858299595,16
EPS/EFE,fbc,4,1,62.5,0.25,0.625,16
EPS/EFE,fbc,4,2,56.25,0.125,0.45893719806763283,16
EPS/EFE,fbc,4,3,62.5,0.25,0.625,16
EPS/EFE,fbc,4,4,62.5,0.25,0.6,16
EPS/EFE,fbc,4,5,62.5,0.25,0.625,16
EPS/EFE,fbc,5,1,62.5,0.25,0.6,16
EPS/EFE,fbc,5,2,50.0,0.0,0.4920634920634921,16
EPS/EFE,fbc,5,3,43.75,-0.125,0.41700404858299595,16
EPS/EFE,fbc,5,4,18.75,-0.625,0.1843137254901961,16
EPS/EFE,fbc,5,5,37.5,-0.25,0.375,16
EPS/EFE,fbc,6,1,62.5,0.25,0.6190476190476191,16
EPS/EFE,fbc,6,2,62.5,0.25,0.6,16
EPS/EFE,fbc,6,3,43.75,-0.125,0.41700404858299595,16
EPS/EFE,fbc,6,4,37.5,-0.25,0.375,16
EPS/EFE,fbc,6,5,56.25,0.125,0.5465587044534412,16
EPS/EFE,fbc,7,1,68.75,0.375,0.6761133603238867,16
EPS/EFE,fbc,7,2,62.5,0.25,0.625,16
EPS/EFE,fbc,7,3,62.5,0.25,0.6,16
EPS/EFE,fbc,7,4,43.75,-0.125,0.41700404858299595,16
EPS/EFE,fbc,7,5,56.25,0.125,0.5607843137254902,16
EPS/EFE,fbc,8,1,56.25,0.125,0.5465587044534412,16
EPS/EFE,fbc,8,2,56.25,0.125,0.5607843137254902,16
EPS/EFE,fbc,8,3,37.5,-0.25,0.36507936507936506,16
EPS/EFE,fbc,8,4,62.5,0.25,0.6,16
EPS/EFE,fbc,8,5,43.75,-0.125,0.37662337662337664,16
EPS/EFE,fbc,9,1,50.0,0.0,0.4920634920634921,16
EPS/EFE,fbc,9,2,68.75,0.375,0.6862745098039216,16
EPS/EFE,fbc,9,3,75.0,0.5,0.746031746031746,16
EPS/EFE,fbc,9,4,56.25,0.125,0.5607843137254902,16
EPS/EFE,fbc,9,5,68.75,0.375,0.6536796536796536,16
EPS/EFE,fbc,10,1,56.25,0.125,0.5465587044534412,16
EPS/EFE,fbc,10,2,56.25,0.125,0.5465587044534412,16
EPS/EFE,fbc,10,3,43.75,-0.125,0.43529411764705883,16
EPS/EFE,fbc,10,4,62.5,0.25,0.6190476190476191,16
EPS/EFE,fbc,10,5,56.25,0.125,0.5151515151515151,16
EPS/EFE,fbc,11,1,37.5,-0.25,0.36507936507936506,16
EPS/EFE,fbc,11,2,68.75,0.375,0.6761133603238867,16
EPS/EFE,fbc,11,3,43.75,-0.125,0.43529411764705883,16
EPS/EFE,fbc,11,4,50.0,0.0,0.4920634920634921,16
EPS/EFE,fbc,11,5,43.75,-0.125,0.30434782608695654,16
EPS/EFE,fbc,12,1,37.5,-0.25,0.36507936507936506,16
EPS/EFE,fbc,12,2,68.75,0.375,0.6536796536796536,16
EPS/EFE,fbc,12,3,31.25,-0.375,0.2874493927125506,16
EPS/EFE,fbc,12,4,50.0,0.0,0.4920634920634921,16
EPS/EFE,fbc,12,5,43.75,-0.125,0.43529411764705883,16
EPS/EFE,fbc,13,1,62.5,0.25,0.6,16
EPS/EFE,fbc,13,2,81.25,0.625,0.8117647058823529,16
EPS/EFE,fbc,13,3,50.0,0.0,0.5,16
EPS/EFE,fbc,13,4,68.75,0.375,0.6862745098039216,16
EPS/EFE,fbc,13,5,62.5,0.25,0.6190476190476191,16
EPS/EFE,fbc,14,1,75.0,0.5,0.746031746031746,16
EPS/EFE,fbc,14,2,43.75,-0.125,0.41700404858299595,16
EPS/EFE,fbc,14,3,56.25,0.125,0.5607843137254902,16
EPS/EFE,fbc,14,4,43.75,-0.125,0.41700404858299595,16
EPS/EFE,fbc,14,5,37.5,-0.25,0.375,16
EPS/EFE,fbc,15,1,43.75,-0.125,0.41700404858299595,16
EPS/EFE,fbc,15,2,43.75,-0.125,0.37662337662337664,16
EPS/EFE,fbc,15,3,50.0,0.0,0.4920634920634921,16
EPS/EFE,fbc,15,4,50.0,0.0,0.5,16
EPS/EFE,fbc,15,5,56.25,0.125,0.5607843137254902,16
EPS/EFE,fbc,16,1,62.5,0.25,0.6,16
EPS/EFE,fbc,16,2,62.5,0.25,0.6190476190476191,16
EPS/EFE,fbc,16,3,62.5,0.25,0.5636363636363637,16
EPS/EFE,fbc,16,4,81.25,0.625,0.8056680161943319,16
EPS/EFE,fbc,16,5,56.25,0.125,0.5465587044534412,16
EPS/EFE,fbc,17,1,75.0,0.5,0.7333333333333334,16
EPS/EFE,fbc,17,2,43.75,-0.125,0.30434782608695654,16
EPS/EFE,fbc,17,3,37.5,-0.25,0.36507936507936506,16
EPS/EFE,fbc,17,4,56.25,0.125,0.5607843137254902,16
EPS/EFE,fbc,17,5,37.5,-0.25,0.36507936507936506,16
EPS/EFE,fbc,18,1,50.0,0.0,0.4666666666666667,16
EPS/EFE,fbc,18,2,56.25,0.125,0.5607843137254902,16
EPS/EFE,fbc,18,3,62.5,0.25,0.6190476190476191,16
EPS/EFE,fbc,18,4,56.25,0.125,0.5607843137254902,16
EPS/EFE,fbc,18,5,56.25,0.125,0.5151515151515151,16
EPS/EFE,raw,1,1,83.33333333333334,0.6666666666666667,0.8328173374613003,18
EPS/EFE,raw,1,2,77.77777777777779,0.5555555555555556,0.775,18
EPS/EFE,raw,1,3,61.111111111111114,0.22222222222222232,0.6,18
EPS/EFE,raw,1,4,50.0,0.0,0.4984520123839009,18
EPS/EFE,raw,1,5,50.0,0.0,0.4984520123839009,18
EPS/EFE,raw,2,1,56.25,0.125,0.5607843137254902,16
EPS/EFE,raw,2,2,37.5,-0.25,0.375,16
EPS/EFE,raw,2,3,56.25,0.125,0.5607843137254902,16
EPS/EFE,raw,2,4,25.0,-0.5,0.25,16
EPS/EFE,raw,2,5,37.5,-0.25,0.36507936507936506,16
EPS/EFE,raw,3,1,50.0,0.0,0.4920634920634921,16
EPS/EFE,raw,3,2,43.75,-0.125,0.43529411764705883,16
EPS/EFE,raw,3,3,37.5,-0.25,0.3333333333333333,16
EPS/EFE,raw,3,4,50.0,0.0,0.4920634920634921,16
EPS/EFE,raw,3,5,62.5,0.25,0.6190476190476191,16
EPS/EFE,raw,4,1,50.0,0.0,0.5,16
EPS/EFE,raw,4,2,50.0,0.0,0.4920634920634921,16
EPS/EFE,raw,4,3,56.25,0.125,0.5151515151515151,16
EPS/EFE,raw,4,4,56.25,0.125,0.5151515151515151,16
EPS/EFE,raw,4,5,37.5,-0.25,0.375,16
EPS/EFE,raw,5,1,56.25,0.125,0.5607843137254902,16
EPS/EFE,raw,5,2,62.5,0.25,0.6190476190476191,16
EPS/EFE,raw,5,3,68.75,0.375,0.6761133603238867,16
EPS/EFE,raw,5,4,25.0,-0.5,0.25,16
EPS/EFE,raw,5,5,37.5,-0.25,0.375,16
EPS/EFE,raw,6,1,68.75,0.375,0.6761133603238867,16
EPS/EFE,raw,6,2,56.25,0.125,0.5607843137254902,16
EPS/EFE,raw,6,3,43.75,-0.125,0.43529411764705883,16
EPS/EFE,raw,6,4,56.25,0.125,0.5465587044534412,16
EPS/EFE,raw,6,5,56.25,0.125,0.5465587044534412,16
EPS/EFE,raw,7,1,62.5,0.25,0.625,16
EPS/EFE,raw,7,2,68.75,0.375,0.6862745098039216,16
EPS/EFE,raw,7,3,56.25,0.125,0.5607843137254902,16
EPS/EFE,raw,7,4,62.5,0.25,0.6190476190476191,16
EPS/EFE,raw,7,5,68.75,0.375,0.6862745098039216,16
EPS/EFE,raw,8,1,50.0,0.0,0.5,16
EPS/EFE,raw,8,2,50.0,0.0,0.5,16
EPS/EFE,raw,8,3,50.0,0.0,0.4920634920634921,16
EPS/EFE,raw,8,4,50.0,0.0,0.4920634920634921,16
EPS/EFE,raw,8,5,56.25,0.125,0.5465587044534412,16
EPS/EFE,raw,9,1,68.75,0.375,0.6761133603238867,16
EPS/EFE,raw,9,2,68.75,0.375,0.6761133603238867,16
EPS/EFE,raw,9,3,56.25,0.125,0.5607843137254902,16
EPS/EFE,raw,9,4,62.5,0.25,0.6190476190476191,16
EPS/EFE,raw,9,5,62.5,0.25,0.6190476190476191,16
EPS/EFE,raw,10,1,43.75,-0.125,0.43529411764705883,16
EPS/EFE,raw,10,2,37.5,-0.25,0.375,16
EPS/EFE,raw,10,3,50.0,0.0,0.5,16
EPS/EFE,raw,10,4,37.5,-0.25,0.36507936507936506,16
EPS/EFE,raw,10,5,50.0,0.0,0.4920634920634921,16
EPS/EFE,raw,11,1,56.25,0.125,0.5465587044534412,16
EPS/EFE,raw,11,2,75.0,0.5,0.7333333333333334,16
EPS/EFE,raw,11,3,56.25,0.125,0.5607843137254902,16
EPS/EFE,raw,11,4,50.0,0.0,0.5,16
EPS/EFE,raw,11,5,75.0,0.5,0.7333333333333334,16
EPS/EFE,raw,12,1,37.5,-0.25,0.36507936507936506,16
EPS/EFE,raw,12,2,43.75,-0.125,0.43529411764705883,16
EPS/EFE,raw,12,3,62.5,0.25,0.6,16
EPS/EFE,raw,12,4,62.5,0.25,0.6190476190476191,16
EPS/EFE,raw,12,5,43.75,-0.125,0.43529411764705883,16
EPS/EFE,raw,13,1,62.5,0.25,0.6,16
EPS/EFE,raw,13,2,50.0,0.0,0.5,16
EPS/EFE,raw,13,3,37.5,-0.25,0.3333333333333333,16
EPS/EFE,raw,13,4,43.75,-0.125,0.41700404858299595,16
EPS/EFE,raw,13,5,37.5,-0.25,0.36507936507936506,16
EPS/EFE,raw,14,1,50.0,0.0,0.4920634920634921,16
EPS/EFE,raw,14,2,56.25,0.125,0.5607843137254902,16
EPS/EFE,raw,14,3,68.75,0.375,0.6862745098039216,16
EPS/EFE,raw,14,4,56.25,0.125,0.5465587044534412,16
EPS/EFE,raw,14,5,56.25,0.125,0.5465587044534412,16
EPS/EFE,raw,15,1,75.0,0.5,0.7333333333333334,16
EPS/EFE,raw,15,2,50.0,0.0,0.4920634920634921,16
EPS/EFE,raw,15,3,50.0,0.0,0.4666666666666667,16
EPS/EFE,raw,15,4,50.0,0.0,0.4666666666666667,16
EPS/EFE,raw,15,5,62.5,0.25,0.6,16
EPS/EFE,raw,16,1,62.5,0.25,0.6,16
EPS/EFE,raw,16,2,68.75,0.375,0.6761133603238867,16
EPS/EFE,raw,16,3,75.0,0.5,0.7333333333333334,16
EPS/EFE,raw,16,4,75.0,0.5,0.746031746031746,16
EPS/EFE,raw,16,5,56.25,0.125,0.5465587044534412,16
EPS/EFE,raw,17,1,68.75,0.375,0.6761133603238867,16
EPS/EFE,raw,17,2,62.5,0.25,0.6,16
EPS/EFE,raw,17,3,50.0,0.0,0.4920634920634921,16
EPS/EFE,raw,17,4,62.5,0.25,0.6190476190476191,16
EPS/EFE,raw,17,5,50.0,0.0,0.4666666666666667,16
EPS/EFE,raw,18,1,43.75,-0.125,0.43529411764705883,16
EPS/EFE,raw,18,2,37.5,-0.25,0.36507936507936506,16
EPS/EFE,raw,18,3,37.5,-0.25,0.36507936507936506,16
EPS/EFE,raw,18,4,62.5,0.25,0.6190476190476191,16
EPS/EFE,raw,18,5,37.5,-0.25,0.36507936507936506,16
EPS/SAA,fbc,1,1,50.0,0.0,0.4984520123839009,18
EPS/SAA,fbc,1,2,66.66666666666666,0.33333333333333326,0.6666666666666666,18
EPS/SAA,fbc,1,3,50.0,0.0,0.4984520123839009,18
EPS/SAA,fbc,1,4,66.66666666666666,0.33333333333333326,0.6666666666666666,18
EPS/SAA,fbc,1,5,66.66666666666666,0.33333333333333326,0.6625,18
EPS/SAA,fbc,2,1,62.5,0.25,0.625,16
EPS/SAA,fbc,2,2,37.5,-0.25,0.375,16
EPS/SAA,fbc,2,3,62.5,0.25,0.6,16
EPS/SAA,fbc,2,4,56.25,0.125,0.5607843137254902,16
EPS/SAA,fbc,2,5,50.0,0.0,0.5,16
EPS/SAA,fbc,3,1,93.75,0.875,0.9372549019607843,16
EPS/SAA,fbc,3,2,100.0,1.0,1.0,16
EPS/SAA,fbc,3,3,81.25,0.625,0.8117647058823529,16
EPS/SAA,fbc,3,4,87.5,0.75,0.875,16
EPS/SAA,fbc,3,5,68.75,0.375,0.6862745098039216,16
EPS/SAA,fbc,4,1,62.5,0.25,0.625,16
EPS/SAA,fbc,4,2,56.25,0.125,0.5465587044534412,16
EPS/SAA,fbc,4,3,68.75,0.375,0.6536796536796536,16
EPS/SAA,fbc,4,4,75.0,0.5,0.7333333333333334,16
EPS/SAA,fbc,4,5,81.25,0.625,0.8056680161943319,16
EPS/SAA,fbc,5,1,62.5,0.25,0.6190476190476191,16
EPS/SAA,fbc,5,2,50.0,0.0,0.4666666666666667,16
EPS/SAA,fbc,5,3,62.5,0.25,0.6190476190476191,16
EPS/SAA,fbc,5,4,37.5,-0.25,0.375,16
EPS/SAA,fbc,5,5,37.5,-0.25,0.3333333333333333,16
EPS/SAA,fbc,6,1,87.5,0.75,0.875,16
EPS/SAA,fbc,6,2,62.5,0.25,0.6190476190476191,16
EPS/SAA,fbc,6,3,43.75,-0.125,0.41700404858299595,16
EPS/SAA,fbc,6,4,68.75,0.375,0.6862745098039216,16
EPS/SAA,fbc,6,5,50.0,0.0,0.4920634920634921,16
EPS/SAA,fbc,7,1,75.0,0.5,0.746031746031746,16
EPS/SAA,fbc,7,2,93.75,0.875,0.9372549019607843,16
EPS/SAA,fbc,7,3,81.25,0.625,0.8056680161943319,16
EPS/SAA,fbc,7,4,68.75,0.375,0.6761133603238867,16
EPS/SAA,fbc,7,5,81.25,0.625,0.8117647058823529,16
EPS/SAA,fbc,8,1,56.25,0.125,0.5151515151515151,16
EPS/SAA,fbc,8,2,50.0,0.0,0.4666666666666667,16
EPS/SAA,fbc,8,3,43.75,-0.125,0.41700404858299595,16
EPS/SAA,fbc,8,4,43.75,-0.125,0.43529411764705883,16
EPS/SAA,fbc,8,5,31.25,-0.375,0.30980392156862746,16
EPS/SAA,fbc,9,1,62.5,0.25,0.6190476190476191,16
EPS/SAA,fbc,9,2,56.25,0.125,0.5607843137254902,16
EPS/SAA,fbc,9,3,62.5,0.25,0.6190476190476191,16
EPS/SAA,fbc,9,4,56.25,0.125,0.5465587044534412,16
EPS/SAA,fbc,9,5,68.75,0.375,0.6761133603238867,16
EPS/SAA,fbc,10,1,50.0,0.0,0.5,16
EPS/SAA,fbc,10,2,68.75,0.375,0.6862745098039216,16
EPS/SAA,fbc,10,3,62.5,0.25,0.6190476190476191,16
EPS/SAA,fbc,10,4,31.25,-0.375,0.2874493927125506,16
EPS/SAA,fbc,10,5,56.25,0.125,0.5607843137254902,16
EPS/SAA,fbc,11,1,43.75,-0.125,0.41700404858299595,16
EPS/SAA,fbc,11,2,50.0,0.0,0.5,16
EPS/SAA,fbc,11,3,31.25,-0.375,0.30980392156862746,16
EPS/SAA,fbc,11,4,56.25,0.125,0.5465587044534412,16
EPS/SAA,fbc,11,5,56.25,0.125,0.5607843137254902,16
EPS/SAA,fbc,12,1,50.0,0.0,0.4666666666666667,16
EPS/SAA,fbc,12,2,62.5,0.25,0.6,16
EPS/SAA,fbc,12,3,43.75,-0.125,0.43529411764705883,16
EPS/SAA,fbc,12,4,56.25,0.125,0.5607843137254902,16
EPS/SAA,fbc,12,5,68.75,0.375,0.6761133603238867,16
EPS/SAA,fbc,13,1,81.25,0.625,0.8117647058823529,16
EPS/SAA,fbc,13,2,62.5,0.25,0.6,16
EPS/SAA,fbc,13,3,56.25,0.125,0.5465587044534412,16
EPS/SAA,fbc,13,4,62.5,0.25,0.6190476190476191,16
EPS/SAA,fbc,13,5,68.75,0.375,0.6862745098039216,16
EPS/SAA,fbc,14,1,68.75,0.375,0.6761133603238867,16
EPS/SAA,fbc,14,2,68.75,0.375,0.6536796536796536,16
EPS/SAA,fbc,14,3,75.0,0.5,0.75,16
EPS/SAA,fbc,14,4,56.25,0.125,0.5607843137254902,16
EPS/SAA,fbc,14,5,56.25,0.125,0.45893719806763283,16
EPS/SAA,fbc,15,1,37.5,-0.25,0.36507936507936506,16
EPS/SAA,fbc,15,2,62.5,0.25,0.625,16
EPS/SAA,fbc,15,3,43.75,-0.125,0.43529411764705883,16
EPS/SAA,fbc,15,4,43.75,-0.125,0.41700404858299595,16
EPS/SAA,fbc,15,5,50.0,0.0,0.4920634920634921,16
EPS/SAA,fbc,16,1,62.5,0.25,0.625,16
EPS/SAA,fbc,16,2,75.0,0.5,0.75,16
EPS/SAA,fbc,16,3,68.75,0.375,0.6536796536796536,16
EPS/SAA,fbc,16,4,62.5,0.25,0.6,16
EPS/SAA,fbc,16,5,43.75,-0.125,0.41700404858299595,16
EPS/SAA,fbc,17,1,43.75,-0.125,0.41700404858299595,16
EPS/SAA,fbc,17,2,56.25,0.125,0.5151515151515151,16
EPS/SAA,fbc,17,3,75.0,0.5,0.746031746031746,16
EPS/SAA,fbc,17,4,50.0,0.0,0.5,16
EPS/SAA,fbc,17,5,68.75,0.375,0.6862745098039216,16
EPS/SAA,fbc,18,1,75.0,0.5,0.746031746031746,16
EPS/SAA,fbc,18,2,87.5,0.75,0.873015873015873,16
EPS/SAA,fbc,18,3,68.75,0.375,0.6761133603238867,16
EPS/SAA,fbc,18,4,56.25,0.125,0.5151515151515151,16
EPS/SAA,fbc,18,5,81.25,0.625,0.8056680161943319,16
EPS/SAA,raw,1,1,55.55555555555556,0.11111111111111116,0.5555555555555556,18
EPS/SAA,raw,1,2,61.111111111111114,0.22222222222222232,0.609907120743034,18
EPS/SAA,raw,1,3,44.44444444444444,-0.11111111111111116,0.41558441558441556,18
EPS/SAA,raw,1,4,66.66666666666666,0.33333333333333326,0.6625,18
EPS/SAA,raw,1,5,66.66666666666666,0.33333333333333326,0.6625,18
EPS/SAA,raw,2,1,68.75,0.375,0.6862745098039216,16
EPS/SAA,raw,2,2,56.25,0.125,0.5607843137254902,16
EPS/SAA,raw,2,3,62.5,0.25,0.6190476190476191,16
EPS/SAA,raw,2,4,75.0,0.5,0.746031746031746,16
EPS/SAA,raw,2,5,68.75,0.375,0.6862745098039216,16
EPS/SAA,raw,3,1,87.5,0.75,0.873015873015873,16
EPS/SAA,raw,3,2,93.75,0.875,0.9372549019607843,16
EPS/SAA,raw,3,3,68.75,0.375,0.6761133603238867,16
EPS/SAA,raw,3,4,75.0,0.5,0.75,16
EPS/SAA,raw,3,5,81.25,0.625,0.8117647058823529,16
EPS/SAA,raw,4,1,68.75,0.375,0.6862745098039216,16
EPS/SAA,raw,4,2,75.0,0.5,0.746031746031746,16
EPS/SAA,raw,4,3,62.5,0.25,0.6,16
EPS/SAA,raw,4,4,81.25,0.625,0.8056680161943319,16
EPS/SAA,raw,4,5,68.75,0.375,0.6862745098039216,16
EPS/SAA,raw,5,1,56.25,0.125,0.5151515151515151,16
EPS/SAA,raw,5,2,56.25,0.125,0.5465587044534412,16
EPS/SAA,raw,5,3,50.0,0.0,0.5,16
EPS/SAA,raw,5,4,31.25,-0.375,0.30980392156862746,16
EPS/SAA,raw,5,5,37.5,-0.25,0.375,16
EPS/SAA,raw,6,1,87.5,0.75,0.873015873015873,16
EPS/SAA,raw,6,2,50.0,0.0,0.4920634920634921,16
EPS/SAA,raw,6,3,50.0,0.0,0.5,16
EPS/SAA,raw,6,4,75.0,0.5,0.7333333333333334,16
EPS/SAA,raw,6,5,68.75,0.375,0.6862745098039216,16
EPS/SAA,raw,7,1,75.0,0.5,0.7333333333333334,16
EPS/SAA,raw,7,2,81.25,0.625,0.8117647058823529,16
EPS/SAA,raw,7,3,68.75,0.375,0.6862745098039216,16
EPS/SAA,raw,7,4,87.5,0.75,0.875,16
EPS/SAA,raw,7,5,81.25,0.625,0.8117647058823529,16
EPS/SAA,raw,8,1,43.75,-0.125,0.43529411764705883,16
EPS/SAA,raw,8,2,50.0,0.0,0.4181818181818182,16
EPS/SAA,raw,8,3,37.5,-0.25,0.375,16
EPS/SAA,raw,8,4,31.25,-0.375,0.30980392156862746,16
EPS/SAA,raw,8,5,37.5,-0.25,0.36507936507936506,16
EPS/SAA,raw,9,1,56.25,0.125,0.5465587044534412,16
EPS/SAA,raw,9,2,56.25,0.125,0.5465587044534412,16
EPS/SAA,raw,9,3,56.25,0.125,0.5607843137254902,16
EPS/SAA,raw,9,4,87.5,0.75,0.875,16
EPS/SAA,raw,9,5,50.0,0.0,0.4920634920634921,16
EPS/SAA,raw,10,1,43.75,-0.125,0.43529411764705883,16
