pair,mode,subject,acc,kappa,f1,n
HOC/SFE,raw,1,60.0,0.19999999999999996,0.599208312716477,90
HOC/SFE,raw,2,67.5,0.3500000000000001,0.6717171717171717,80
HOC/SFE,raw,3,81.25,0.625,0.8122359568142701,80
HOC/SFE,raw,4,88.75,0.7749999999999999,0.8874824191279886,80
HOC/SFE,raw,5,61.72839506172839,0.23375038144644478,0.6163483575248281,81
HOC/SFE,raw,6,63.74999999999999,0.2749999999999999,0.6276681110576152,80
HOC/SFE,raw,7,65.0,0.30000000000000004,0.6464646464646464,80
HOC/SFE,raw,8,46.25,-0.07499999999999996,0.4617430762009075,80
HOC/SFE,raw,9,61.25000000000001,0.2250000000000001,0.6119543107494915,80
HOC/SFE,raw,10,70.0,0.3999999999999999,0.7,80
HOC/SFE,raw,11,58.75,0.17500000000000004,0.5874355368026254,80
HOC/SFE,raw,12,48.75,-0.025000000000000022,0.4874199093608376,80
HOC/SFE,raw,13,53.75,0.07499999999999996,0.531571451178984,80
HOC/SFE,raw,14,61.25000000000001,0.2250000000000001,0.6124394436630723,80
HOC/SFE,raw,15,56.25,0.125,0.5540691192865106,80
HOC/SFE,raw,16,50.0,0.0,0.497171590194846,80
HOC/SFE,raw,17,75.0,0.5,0.7474747474747474,80
HOC/SFE,raw,18,76.25,0.5249999999999999,0.7579232361841057,80
HOC/SPS,fbc,1,74.44444444444444,0.48888888888888893,0.7444128904803062,90
HOC/SPS,fbc,2,52.5,0.050000000000000044,0.5202020202020202,80
HOC/SPS,fbc,3,78.75,0.575,0.784776072163317,80
HOC/SPS,fbc,4,82.5,0.6499999999999999,0.8240100565681961,80
HOC/SPS,fbc,5,63.74999999999999,0.2749999999999999,0.6374433505235193,80
HOC/SPS,fbc,6,63.74999999999999,0.2749999999999999,0.6360784313725489,80
HOC/SPS,fbc,7,66.25,0.32499999999999996,0.6611764705882353,80
HOC/SPS,fbc,8,51.24999999999999,0.02499999999999991,0.5118134877171022,80
HOC/SPS,fbc,9,61.25000000000001,0.2250000000000001,0.6095103133364824,80
HOC/SPS,fbc,10,81.25,0.625,0.8124706985466479,80
HOC/SPS,fbc,11,60.0,0.19999999999999996,0.5997498436522827,80
HOC/SPS,fbc,12,57.49999999999999,0.1499999999999999,0.5725958516656191,80
HOC/SPS,fbc,13,61.25000000000001,0.2250000000000001,0.6119543107494915,80
HOC/SPS,fbc,14,45.0,-0.09999999999999998,0.44965603502188867,80
HOC/SPS,fbc,15,56.25,0.125,0.5568919132774173,80
HOC/SPS,fbc,16,63.74999999999999,0.2749999999999999,0.6374433505235193,80
HOC/SPS,fbc,17,78.75,0.575,0.7874667916862009,80
HOC/SPS,fbc,18,80.0,0.6000000000000001,0.7988686360779385,80
HOC/SPS,raw,1,71.11111111111111,0.4222222222222223,0.7109683794466404,90
HOC/SPS,raw,2,61.25000000000001,0.2250000000000001,0.6124394436630723,80
HOC/SPS,raw,3,71.25,0.42500000000000004,0.7113725490196079,80
HOC/SPS,raw,4,88.75,0.7749999999999999,0.8874824191279886,80
HOC/SPS,raw,5,61.25000000000001,0.2250000000000001,0.6119543107494915,80
HOC/SPS,raw,6,55.00000000000001,0.10000000000000009,0.5396419437340154,80
HOC/SPS,raw,7,62.5,0.25,0.6228786926461345,80
HOC/SPS,raw,8,62.5,0.25,0.6240601503759399,80
HOC/SPS,raw,9,52.5,0.050000000000000044,0.5247029393370857,80
HOC/SPS,raw,10,80.0,0.6000000000000001,0.8,80
HOC/SPS,raw,11,60.0,0.19999999999999996,0.5977372721558768,80
HOC/SPS,raw,12,62.5,0.25,0.6228786926461345,80
HOC/SPS,raw,13,48.75,-0.025000000000000022,0.48354589828373484,80
HOC/SPS,raw,14,61.25000000000001,0.2250000000000001,0.6124394436630723,80
HOC/SPS,raw,15,46.25,-0.07499999999999996,0.46241600250039067,80
HOC/SPS,raw,16,60.0,0.19999999999999996,0.5977372721558768,80
HOC/SPS,raw,17,77.5,0.55,0.7727272727272727,80
HOC/SPS,raw,18,73.75,0.4750000000000001,0.7364705882352941,80
HOC/WAA,fbc,1,51.11111111111111,0.022222222222222143,0.5108695652173914,90
HOC/WAA,fbc,2,47.5,-0.050000000000000044,0.474671669793621,80
HOC/WAA,fbc,3,48.75,-0.025000000000000022,0.48354589828373484,80
HOC/WAA,fbc,4,55.00000000000001,0.10000000000000009,0.5488721804511278,80
HOC/WAA,fbc,5,53.75,0.07499999999999996,0.5374277230817315,80
HOC/WAA,fbc,6,62.5,0.25,0.6228786926461345,80
HOC/WAA,fbc,7,58.75,0.17500000000000004,0.57955088389871,80
HOC/WAA,fbc,8,55.00000000000001,0.10000000000000009,0.5488721804511278,80
HOC/WAA,fbc,9,53.75,0.07499999999999996,0.5339316643048339,80
HOC/WAA,fbc,10,66.25,0.32499999999999996,0.6624472573839661,80
HOC/WAA,fbc,11,53.75,0.07499999999999996,0.5368486934751995,80
HOC/WAA,fbc,12,55.00000000000001,0.10000000000000009,0.549718574108818,80
HOC/WAA,fbc,13,56.25,0.125,0.5618838992332968,80
HOC/WAA,fbc,14,56.25,0.125,0.5624316299421784,80
HOC/WAA,fbc,15,63.74999999999999,0.2749999999999999,0.6374433505235193,80
HOC/WAA,fbc,16,71.25,0.42500000000000004,0.7088146858680171,80
HOC/WAA,fbc,17,51.24999999999999,0.02499999999999991,0.5087387812942843,80
HOC/WAA,fbc,18,67.5,0.3500000000000001,0.6717171717171717,80
HOC/WAA,raw,1,54.44444444444444,0.0888888888888888,0.5430340557275541,90
HOC/WAA,raw,2,62.5,0.25,0.6212121212121212,80
HOC/WAA,raw,3,57.49999999999999,0.1499999999999999,0.5747342088805503,80
HOC/WAA,raw,4,56.25,0.125,0.5607843137254902,80
HOC/WAA,raw,5,53.75,0.07499999999999996,0.5368486934751995,80
HOC/WAA,raw,6,63.74999999999999,0.2749999999999999,0.6242914979757086,80
HOC/WAA,raw,7,61.25000000000001,0.2250000000000001,0.6095103133364824,80
HOC/WAA,raw,8,51.24999999999999,0.02499999999999991,0.5105882352941176,80
HOC/WAA,raw,9,55.00000000000001,0.10000000000000009,0.549718574108818,80
HOC/WAA,raw,10,62.5,0.25,0.6228786926461345,80
HOC/WAA,raw,11,60.0,0.19999999999999996,0.5997498436522827,80
HOC/WAA,raw,12,56.25,0.125,0.5624316299421784,80
HOC/WAA,raw,13,57.49999999999999,0.1499999999999999,0.5747342088805503,80
HOC/WAA,raw,14,60.0,0.19999999999999996,0.5997498436522827,80
HOC/WAA,raw,15,56.25,0.125,0.5607843137254902,80
HOC/WAA,raw,16,67.5,0.3500000000000001,0.6717171717171717,80
HOC/WAA,raw,17,58.75,0.17500000000000004,0.5869191049913942,80
HOC/WAA,raw,18,62.5,0.25,0.625,80
HOC/WFE,fbc,1,64.44444444444444,0.288888888888889,0.6444444444444445,90
HOC/WFE,fbc,2,48.75,-0.025000000000000022,0.47762382544991244,80
HOC/WFE,fbc,3,45.0,-0.09999999999999998,0.44862155388471175,80
HOC/WFE,fbc,4,57.49999999999999,0.1499999999999999,0.5725958516656191,80
HOC/WFE,fbc,5,50.0,0.0,0.4996873045653534,80
HOC/WFE,fbc,6,57.49999999999999,0.1499999999999999,0.5725958516656191,80
HOC/WFE,fbc,7,60.0,0.19999999999999996,0.5907928388746804,80
HOC/WFE,fbc,8,52.5,0.050000000000000044,0.5238095238095238,80
HOC/WFE,fbc,9,57.49999999999999,0.1499999999999999,0.5707070707070707,80
HOC/WFE,fbc,10,43.75,-0.125,0.43529411764705883,80
HOC/WFE,fbc,11,53.75,0.07499999999999996,0.5368486934751995,80
HOC/WFE,fbc,12,53.75,0.07499999999999996,0.5339316643048339,80
HOC/WFE,fbc,13,51.24999999999999,0.02499999999999991,0.5062509890805508,80
HOC/WFE,fbc,14,55.00000000000001,0.10000000000000009,0.549718574108818,80
HOC/WFE,fbc,15,60.0,0.19999999999999996,0.5989974937343359,80
HOC/WFE,fbc,16,47.5,-0.050000000000000044,0.4696969696969697,80
HOC/WFE,fbc,17,45.0,-0.09999999999999998,0.4444444444444444,80
HOC/WFE,fbc,18,60.0,0.19999999999999996,0.5989974937343359,80
HOC/WFE,raw,1,67.77777777777779,0.3555555555555556,0.676780185758514,90
HOC/WFE,raw,2,57.49999999999999,0.1499999999999999,0.575,80
HOC/WFE,raw,3,40.0,-0.19999999999999996,0.399624765478424,80
HOC/WFE,raw,4,62.5,0.25,0.6228786926461345,80
HOC/WFE,raw,5,55.00000000000001,0.10000000000000009,0.5488721804511278,80
HOC/WFE,raw,6,55.00000000000001,0.10000000000000009,0.5454545454545454,80
HOC/WFE,raw,7,56.25,0.125,0.5568919132774173,80
HOC/WFE,raw,8,63.74999999999999,0.2749999999999999,0.6369895165075887,80
HOC/WFE,raw,9,55.00000000000001,0.10000000000000009,0.549718574108818,80
HOC/WFE,raw,10,43.75,-0.125,0.43741209563994377,80
HOC/WFE,raw,11,60.0,0.19999999999999996,0.5997498436522827,80
HOC/WFE,raw,12,51.24999999999999,0.02499999999999991,0.5105882352941176,80
HOC/WFE,raw,13,55.00000000000001,0.10000000000000009,0.549718574108818,80
HOC/WFE,raw,14,52.5,0.050000000000000044,0.5238095238095238,80
HOC/WFE,raw,15,61.25000000000001,0.2250000000000001,0.6119543107494915,80
HOC/WFE,raw,16,56.25,0.125,0.5568919132774173,80
HOC/WFE,raw,17,52.5,0.050000000000000044,0.5238095238095238,80
HOC/WFE,raw,18,57.49999999999999,0.1499999999999999,0.5707070707070707,80
SAA/SFE,fbc,1,52.22222222222223,0.04444444444444451,0.5193143708856043,90
SAA/SFE,fbc,2,45.0,-0.09999999999999998,0.44862155388471175,80
SAA/SFE,fbc,3,57.49999999999999,0.1499999999999999,0.5739348370927319,80
SAA/SFE,fbc,4,48.75,-0.025000000000000022,0.48549019607843136,80
SAA/SFE,fbc,5,44.44444444444444,-0.11501988375650041,0.4319775596072931,81
SAA/SFE,fbc,6,57.49999999999999,0.1499999999999999,0.5682539682539682,80
SAA/SFE,fbc,7,51.24999999999999,0.02499999999999991,0.5087387812942843,80
SAA/SFE,fbc,8,57.49999999999999,0.1499999999999999,0.5682539682539682,80
SAA/SFE,fbc,9,43.75,-0.125,0.4266602962255136,80
SAA/SFE,fbc,10,43.75,-0.125,0.43529411764705883,80
SAA/SFE,fbc,11,47.5,-0.050000000000000044,0.4736842105263158,80
SAA/SFE,fbc,12,46.25,-0.07499999999999996,0.46241600250039067,80
SAA/SFE,fbc,13,57.49999999999999,0.1499999999999999,0.5725958516656191,80
SAA/SFE,fbc,14,46.25,-0.07499999999999996,0.46039215686274515,80
SAA/SFE,fbc,15,41.25,-0.17500000000000004,0.4124081887794968,80
SAA/SFE,fbc,16,48.75,-0.025000000000000022,0.48677828195900485,80
SAA/SFE,fbc,17,52.5,0.050000000000000044,0.525,80
SAA/SFE,fbc,18,70.0,0.3999999999999999,0.6952380952380952,80
SAA/SFE,raw,1,43.333333333333336,-0.1333333333333333,0.4332633658476355,90
SAA/SFE,raw,2,53.75,0.07499999999999996,0.5368486934751995,80
SAA/SFE,raw,3,62.5,0.25,0.6247654784240151,80
SAA/SFE,raw,4,55.00000000000001,0.10000000000000009,0.5488721804511278,80
SAA/SFE,raw,5,41.9753086419753,-0.16031697653154525,0.41975308641975306,81
SAA/SFE,raw,6,65.0,0.30000000000000004,0.6491228070175439,80
SAA/SFE,raw,7,50.0,0.0,0.497171590194846,80
SAA/SFE,raw,8,56.25,0.125,0.5624316299421784,80
SAA/SFE,raw,9,47.5,-0.050000000000000044,0.4666666666666667,80
SAA/SFE,raw,10,53.75,0.07499999999999996,0.5368486934751995,80
SAA/SFE,raw,11,52.5,0.050000000000000044,0.5247029393370857,80
SAA/SFE,raw,12,42.5,-0.15000000000000002,0.425,80
SAA/SFE,raw,13,51.24999999999999,0.02499999999999991,0.5087387812942843,80
SAA/SFE,raw,14,55.00000000000001,0.10000000000000009,0.5488721804511278,80
SAA/SFE,raw,15,50.0,0.0,0.497171590194846,80
SAA/SFE,raw,16,61.25000000000001,0.2250000000000001,0.6109803921568627,80
SAA/SFE,raw,17,48.75,-0.025000000000000022,0.4874199093608376,80
SAA/SFE,raw,18,77.5,0.55,0.7737272155876807,80
SPS/SAA,fbc,1,46.666666666666664,-0.06666666666666665,0.46561108362196935,90
SPS/SAA,fbc,2,42.5,-0.15000000000000002,0.42464040025015637,80
SPS/SAA,fbc,3,78.75,0.575,0.7866666666666666,80
SPS/SAA,fbc,4,81.25,0.625,0.8117647058823529,80
SPS/SAA,fbc,5,42.5,-0.15000000000000002,0.42464040025015637,80
SPS/SAA,fbc,6,47.5,-0.050000000000000044,0.47203016970458833,80
SPS/SAA,fbc,7,66.25,0.32499999999999996,0.6620247222656861,80
SPS/SAA,fbc,8,55.00000000000001,0.10000000000000009,0.52,80
SPS/SAA,fbc,9,47.5,-0.050000000000000044,0.4696969696969697,80
SPS/SAA,fbc,10,60.0,0.19999999999999996,0.5977372721558768,80
SPS/SAA,fbc,11,45.0,-0.09999999999999998,0.44862155388471175,80
SPS/SAA,fbc,12,53.75,0.07499999999999996,0.5339316643048339,80
SPS/SAA,fbc,13,68.75,0.375,0.6874511642444132,80
SPS/SAA,fbc,14,58.75,0.17500000000000004,0.5869191049913942,80
SPS/SAA,fbc,15,50.0,0.0,0.497171590194846,80
SPS/SAA,fbc,16,56.25,0.125,0.5568919132774173,80
SPS/SAA,fbc,17,46.25,-0.07499999999999996,0.46039215686274515,80
SPS/SAA,fbc,18,61.25000000000001,0.2250000000000001,0.6095103133364824,80
SPS/SAA,raw,1,50.0,0.0,0.4969568997640045,90
SPS/SAA,raw,2,48.75,-0.025000000000000022,0.47762382544991244,80
SPS/SAA,raw,3,80.0,0.6000000000000001,0.7998749218261414,80
SPS/SAA,raw,4,75.0,0.5,0.7474747474747474,80
SPS/SAA,raw,5,45.0,-0.09999999999999998,0.44965603502188867,80
SPS/SAA,raw,6,50.0,0.0,0.4996873045653534,80
SPS/SAA,raw,7,72.5,0.44999999999999996,0.725,80
SPS/SAA,raw,8,43.75,-0.125,0.43529411764705883,80
SPS/SAA,raw,9,41.25,-0.17500000000000004,0.4124081887794968,80
SPS/SAA,raw,10,55.00000000000001,0.10000000000000009,0.55,80
SPS/SAA,raw,11,51.24999999999999,0.02499999999999991,0.5124238162212846,80
SPS/SAA,raw,12,62.5,0.25,0.6247654784240151,80
SPS/SAA,raw,13,58.75,0.17500000000000004,0.5874355368026254,80
SPS/SAA,raw,14,55.00000000000001,0.10000000000000009,0.5488721804511278,80
SPS/SAA,raw,15,53.75,0.07499999999999996,0.5356862745098039,80
SPS/SAA,raw,16,52.5,0.050000000000000044,0.525,80
SPS/SAA,raw,17,48.75,-0.025000000000000022,0.48549019607843136,80
SPS/SAA,raw,18,60.0,0.19999999999999996,0.6,80
SPS/SFE,fbc,1,48.888888888888886,-0.022222222222222254,0.4866071428571429,90
SPS/SFE,fbc,2,43.75,-0.125,0.4222436206066442,80
SPS/SFE,fbc,3,67.5,0.3500000000000001,0.675,80
SPS/SFE,fbc,4,65.0,0.30000000000000004,0.6497811131957474,80
SPS/SFE,fbc,5,54.32098765432099,0.08488549618320601,0.5406896551724139,81
SPS/SFE,fbc,6,62.5,0.25,0.625,80
SPS/SFE,fbc,7,57.49999999999999,0.1499999999999999,0.575,80
SPS/SFE,fbc,8,48.75,-0.025000000000000022,0.48549019607843136,80
SPS/SFE,fbc,9,45.0,-0.09999999999999998,0.44688874921433064,80
SPS/SFE,fbc,10,55.00000000000001,0.10000000000000009,0.549718574108818,80
SPS/SFE,fbc,11,52.5,0.050000000000000044,0.5223130106851037,80
SPS/SFE,fbc,12,57.49999999999999,0.1499999999999999,0.5707070707070707,80
SPS/SFE,fbc,13,62.5,0.25,0.6212121212121212,80
SPS/SFE,fbc,14,43.75,-0.125,0.43741209563994377,80
SPS/SFE,fbc,15,55.00000000000001,0.10000000000000009,0.549718574108818,80
SPS/SFE,fbc,16,51.24999999999999,0.02499999999999991,0.4992778045257583,80
SPS/SFE,fbc,17,51.24999999999999,0.02499999999999991,0.5062509890805508,80
SPS/SFE,fbc,18,70.0,0.3999999999999999,0.7,80
SPS/SFE,raw,1,48.888888888888886,-0.022222222222222254,0.4866071428571429,90
SPS/SFE,raw,2,52.5,0.050000000000000044,0.5174603174603174,80
SPS/SFE,raw,3,72.5,0.44999999999999996,0.7206349206349206,80
SPS/SFE,raw,4,62.5,0.25,0.6228786926461345,80
SPS/SFE,raw,5,50.617283950617285,0.009174311926605512,0.49689440993788814,81
SPS/SFE,raw,6,65.0,0.30000000000000004,0.6480201131363922,80
SPS/SFE,raw,7,58.75,0.17500000000000004,0.5874355368026254,80
SPS/SFE,raw,8,37.5,-0.25,0.37460913070669166,80
SPS/SFE,raw,9,47.5,-0.050000000000000044,0.474671669793621,80
SPS/SFE,raw,10,52.5,0.050000000000000044,0.5174603174603174,80
SPS/SFE,raw,11,47.5,-0.050000000000000044,0.4736842105263158,80
SPS/SFE,raw,12,60.0,0.19999999999999996,0.5989974937343359,80
SPS/SFE,raw,13,61.25000000000001,0.2250000000000001,0.6095103133364824,80
SPS/SFE,raw,14,46.25,-0.07499999999999996,0.4617430762009075,80
SPS/SFE,raw,15,50.0,0.0,0.4996873045653534,80
SPS/SFE,raw,16,56.25,0.125,0.5624316299421784,80
SPS/SFE,raw,17,56.25,0.125,0.5607843137254902,80
SPS/SFE,raw,18,75.0,0.5,0.7493734335839599,80
WAA/EFE,fbc,1,68.88888888888889,0.37777777777777777,0.686411149825784,90
WAA/EFE,fbc,2,55.00000000000001,0.10000000000000009,0.55,80
WAA/EFE,fbc,3,48.75,-0.025000000000000022,0.4874199093608376,80
WAA/EFE,fbc,4,61.25000000000001,0.2250000000000001,0.6095103133364824,80
WAA/EFE,fbc,5,52.5,0.050000000000000044,0.5247029393370857,80
WAA/EFE,fbc,6,52.5,0.050000000000000044,0.5238095238095238,80
WAA/EFE,fbc,7,62.5,0.25,0.6190476190476191,80
WAA/EFE,fbc,8,51.24999999999999,0.02499999999999991,0.5031055900621118,80
WAA/EFE,fbc,9,60.0,0.19999999999999996,0.595959595959596,80
WAA/EFE,fbc,10,45.0,-0.09999999999999998,0.44965603502188867,80
WAA/EFE,fbc,11,47.5,-0.050000000000000044,0.474671669793621,80
WAA/EFE,fbc,12,45.0,-0.09999999999999998,0.45,80
WAA/EFE,fbc,13,47.5,-0.050000000000000044,0.4696969696969697,80
WAA/EFE,fbc,14,68.75,0.375,0.6874511642444132,80
WAA/EFE,fbc,15,63.74999999999999,0.2749999999999999,0.6328532995727172,80
WAA/EFE,fbc,16,56.25,0.125,0.5568919132774173,80
WAA/EFE,fbc,17,61.25000000000001,0.2250000000000001,0.6019900497512438,80
WAA/EFE,fbc,18,60.0,0.19999999999999996,0.5989974937343359,80
WAA/EFE,raw,1,68.88888888888889,0.37777777777777777,0.6887351778656126,90
WAA/EFE,raw,2,55.00000000000001,0.10000000000000009,0.549718574108818,80
WAA/EFE,raw,3,53.75,0.07499999999999996,0.5356862745098039,80
WAA/EFE,raw,4,75.0,0.5,0.7498436522826767,80
WAA/EFE,raw,5,47.5,-0.050000000000000044,0.4666666666666667,80
WAA/EFE,raw,6,50.0,0.0,0.5,80
WAA/EFE,raw,7,57.49999999999999,0.1499999999999999,0.5739348370927319,80
WAA/EFE,raw,8,66.25,0.32499999999999996,0.6611764705882353,80
WAA/EFE,raw,9,62.5,0.25,0.6247654784240151,80
WAA/EFE,raw,10,52.5,0.050000000000000044,0.5238095238095238,80
WAA/EFE,raw,11,48.75,-0.025000000000000022,0.48549019607843136,80
WAA/EFE,raw,12,43.75,-0.125,0.43529411764705883,80
WAA/EFE,raw,13,53.75,0.07499999999999996,0.5356862745098039,80
WAA/EFE,raw,14,66.25,0.32499999999999996,0.6620247222656861,80
WAA/EFE,raw,15,50.0,0.0,0.497171590194846,80
WAA/EFE,raw,16,57.49999999999999,0.1499999999999999,0.575,80
WAA/EFE,raw,17,66.25,0.32499999999999996,0.6624472573839661,80
WAA/EFE,raw,18,67.5,0.3500000000000001,0.6747967479674797,80
WAA/EPS,fbc,1,54.44444444444444,0.0888888888888888,0.5439377085650723,90
WAA/EPS,fbc,2,48.75,-0.025000000000000022,0.48549019607843136,80
WAA/EPS,fbc,3,41.25,-0.17500000000000004,0.4124081887794968,80
WAA/EPS,fbc,4,68.75,0.375,0.6834942237695838,80
WAA/EPS,fbc,5,48.75,-0.025000000000000022,0.4874199093608376,80
WAA/EPS,fbc,6,48.75,-0.025000000000000022,0.48677828195900485,80
WAA/EPS,fbc,7,58.75,0.17500000000000004,0.5843174303259329,80
WAA/EPS,fbc,8,53.75,0.07499999999999996,0.5285873546743112,80
WAA/EPS,fbc,9,43.75,-0.125,0.43529411764705883,80
WAA/EPS,fbc,10,40.0,-0.19999999999999996,0.39849624060150374,80
WAA/EPS,fbc,11,57.49999999999999,0.1499999999999999,0.5682539682539682,80
WAA/EPS,fbc,12,46.25,-0.07499999999999996,0.4617430762009075,80
WAA/EPS,fbc,13,48.75,-0.025000000000000022,0.48549019607843136,80
WAA/EPS,fbc,14,55.00000000000001,0.10000000000000009,0.549718574108818,80
WAA/EPS,fbc,15,47.5,-0.050000000000000044,0.474671669793621,80
WAA/EPS,fbc,16,51.24999999999999,0.02499999999999991,0.5087387812942843,80
WAA/EPS,fbc,17,47.5,-0.050000000000000044,0.4696969696969697,80
WAA/EPS,fbc,18,47.5,-0.050000000000000044,0.4696969696969697,80
WAA/EPS,raw,1,53.333333333333336,0.06666666666666665,0.5324096981692232,90
WAA/EPS,raw,2,53.75,0.07499999999999996,0.5374277230817315,80
WAA/EPS,raw,3,56.25,0.125,0.5624316299421784,80
WAA/EPS,raw,4,72.5,0.44999999999999996,0.7234443746071653,80
WAA/EPS,raw,5,46.25,-0.07499999999999996,0.452142060837713,80
WAA/EPS,raw,6,55.00000000000001,0.10000000000000009,0.5454545454545454,80
WAA/EPS,raw,7,67.5,0.3500000000000001,0.6731615336266499,80
WAA/EPS,raw,8,60.0,0.19999999999999996,0.5977372721558768,80
WAA/EPS,raw,9,38.75,-0.22499999999999998,0.38740428191904985,80
WAA/EPS,raw,10,47.5,-0.050000000000000044,0.47203016970458833,80
WAA/EPS,raw,11,65.0,0.30000000000000004,0.6480201131363922,80
WAA/EPS,raw,12,48.75,-0.025000000000000022,0.48549019607843136,80
WAA/EPS,raw,13,46.25,-0.07499999999999996,0.46039215686274515,80
WAA/EPS,raw,14,46.25,-0.07499999999999996,0.4617430762009075,80
WAA/EPS,raw,15,53.75,0.07499999999999996,0.5356862745098039,80
WAA/EPS,raw,16,48.75,-0.025000000000000022,0.48677828195900485,80
WAA/EPS,raw,17,50.0,0.0,0.4949494949494949,80
WAA/EPS,raw,18,61.25000000000001,0.2250000000000001,0.6095103133364824,80
WAA/SAA,fbc,1,58.88888888888889,0.1777777777777778,0.5884315906562847,90
WAA/SAA,fbc,2,46.25,-0.07499999999999996,0.46039215686274515,80
WAA/SAA,fbc,3,86.25,0.7250000000000001,0.8623063683304647,80
WAA/SAA,fbc,4,88.75,0.7749999999999999,0.8870588235294118,80
WAA/SAA,fbc,5,56.25,0.125,0.5618838992332968,80
WAA/SAA,fbc,6,62.5,0.25,0.6247654784240151,80
WAA/SAA,fbc,7,70.0,0.3999999999999999,0.6992481203007519,80
WAA/SAA,fbc,8,47.5,-0.050000000000000044,0.47203016970458833,80
WAA/SAA,fbc,9,63.74999999999999,0.2749999999999999,0.6360784313725489,80
WAA/SAA,fbc,10,50.0,0.0,0.4996873045653534,80
WAA/SAA,fbc,11,55.00000000000001,0.10000000000000009,0.55,80
WAA/SAA,fbc,12,52.5,0.050000000000000044,0.5202020202020202,80
WAA/SAA,fbc,13,61.25000000000001,0.2250000000000001,0.6119543107494915,80
WAA/SAA,fbc,14,60.0,0.19999999999999996,0.5997498436522827,80
WAA/SAA,fbc,15,43.75,-0.125,0.43670787044281023,80
WAA/SAA,fbc,16,57.49999999999999,0.1499999999999999,0.5747342088805503,80
WAA/SAA,fbc,17,63.74999999999999,0.2749999999999999,0.634703196347032,80
WAA/SAA,fbc,18,75.0,0.5,0.7498436522826767,80
WAA/SAA,raw,1,64.44444444444444,0.288888888888889,0.6437407224146462,90
WAA/SAA,raw,2,57.49999999999999,0.1499999999999999,0.5747342088805503,80
WAA/SAA,raw,3,86.25,0.7250000000000001,0.8624785122675418,80
WAA/SAA,raw,4,87.5,0.75,0.8742928975487115,80
WAA/SAA,raw,5,38.75,-0.22499999999999998,0.38663745892661555,80
WAA/SAA,raw,6,70.0,0.3999999999999999,0.6992481203007519,80
WAA/SAA,raw,7,75.0,0.5,0.7485857950974231,80
WAA/SAA,raw,8,41.25,-0.17500000000000004,0.4124081887794968,80
WAA/SAA,raw,9,58.75,0.17500000000000004,0.5869191049913942,80
WAA/SAA,raw,10,52.5,0.050000000000000044,0.5174603174603174,80
WAA/SAA,raw,11,57.49999999999999,0.1499999999999999,0.5739348370927319,80
WAA/SAA,raw,12,56.25,0.125,0.5624316299421784,80
WAA/SAA,raw,13,46.25,-0.07499999999999996,0.4617430762009075,80
WAA/SAA,raw,14,62.5,0.25,0.6240601503759399,80
WAA/SAA,raw,15,42.5,-0.15000000000000002,0.42464040025015637,80
WAA/SAA,raw,16,57.49999999999999,0.1499999999999999,0.5682539682539682,80
WAA/SAA,raw,17,63.74999999999999,0.2749999999999999,0.6369895165075887,80
WAA/SAA,raw,18,78.75,0.575,0.7866666666666666,80
WAA/SFE,fbc,1,51.11111111111111,0.022222222222222143,0.5072175211548033,90
WAA/SFE,fbc,2,38.75,-0.22499999999999998,0.3850980392156863,80
WAA/SFE,fbc,3,71.25,0.42500000000000004,0.7120951337818808,80
WAA/SFE,fbc,4,81.25,0.625,0.8122359568142701,80
WAA/SFE,fbc,5,64.19753086419753,0.2831858407079645,0.6411000763941941,81
WAA/SFE,fbc,6,57.49999999999999,0.1499999999999999,0.5725958516656191,80
WAA/SFE,fbc,7,56.25,0.125,0.5624316299421784,80
WAA/SFE,fbc,8,51.24999999999999,0.02499999999999991,0.4992778045257583,80
WAA/SFE,fbc,9,53.75,0.07499999999999996,0.5356862745098039,80
WAA/SFE,fbc,10,68.75,0.375,0.6862745098039216,80
WAA/SFE,fbc,11,60.0,0.19999999999999996,0.5977372721558768,80
WAA/SFE,fbc,12,46.25,-0.07499999999999996,0.46241600250039067,80
WAA/SFE,fbc,13,60.0,0.19999999999999996,0.5977372721558768,80
WAA/SFE,fbc,14,60.0,0.19999999999999996,0.5989974937343359,80
WAA/SFE,fbc,15,58.75,0.17500000000000004,0.5874355368026254,80
WAA/SFE,fbc,16,60.0,0.19999999999999996,0.5997498436522827,80
WAA/SFE,fbc,17,66.25,0.32499999999999996,0.6581737616711505,80
WAA/SFE,fbc,18,76.25,0.5249999999999999,0.7621655452980755,80
WAA/SFE,raw,1,58.88888888888889,0.1777777777777778,0.5888381281639709,90
WAA/SFE,raw,2,51.24999999999999,0.02499999999999991,0.5105882352941176,80
WAA/SFE,raw,3,81.25,0.625,0.8124706985466479,80
WAA/SFE,raw,4,80.0,0.6000000000000001,0.7994987468671679,80
WAA/SFE,raw,5,48.148148148148145,-0.039095907147220485,0.4775798525798526,81
WAA/SFE,raw,6,66.25,0.32499999999999996,0.6620247222656861,80
WAA/SFE,raw,7,63.74999999999999,0.2749999999999999,0.634703196347032,80
WAA/SFE,raw,8,58.75,0.17500000000000004,0.5874355368026254,80
WAA/SFE,raw,9,55.00000000000001,0.10000000000000009,0.5488721804511278,80
WAA/SFE,raw,10,58.75,0.17500000000000004,0.5874355368026254,80
WAA/SFE,raw,11,68.75,0.375,0.6870599280237835,80
WAA/SFE,raw,12,46.25,-0.07499999999999996,0.4617430762009075,80
