pair,mode,subject,window_ms,accuracy,n_test
HOC/SAA,raw,1,4000,54.44444444444444,90
HOC/SAA,raw,2,4000,68.75,80
HOC/SAA,raw,3,4000,75.0,80
HOC/SAA,raw,4,4000,83.75,80
HOC/SAA,raw,5,4000,83.75,80
HOC/SAA,raw,6,4000,72.5,80
HOC/SAA,raw,7,4000,88.75,80
HOC/SAA,raw,8,4000,68.75,80
HOC/SAA,raw,9,4000,61.25000000000001,80
HOC/SAA,raw,10,4000,77.5,80
HOC/SAA,raw,11,4000,73.75,80
HOC/SAA,raw,12,4000,83.75,80
HOC/SAA,raw,13,4000,83.75,80
HOC/SAA,raw,14,4000,73.75,80
HOC/SAA,raw,15,4000,82.5,80
HOC/SAA,raw,16,4000,66.25,80
HOC/SAA,raw,17,4000,60.0,80
HOC/SAA,raw,18,4000,97.5,80
