pair,model,window,mean_acc,sd_acc,n_subjects
WAA_SAA,fine_gru,800,65.92592592592592,11.654892128635854,18
WAA_SAA,fine_gru,1500,71.56635802469135,12.80685501923641,18
WAA_SAA,fine_gru,3000,69.24382716049382,12.375122614635599,18
WAA_SAA,fine_gru,4000,69.42901234567901,11.444239092572833,18
WAA_SAA,fine_gru,avg,69.04128086419753,10.557706252405465,18
WAA_SAA,fine_gru_cwt,800,59.683641975308646,9.637210675365973,18
WAA_SAA,fine_gru_cwt,1500,61.92901234567901,11.326736282495544,18
WAA_SAA,fine_gru_cwt,3000,60.632716049382715,8.227020965155436,18
WAA_SAA,fine_gru_cwt,4000,60.03086419753087,7.937716476092946,18
WAA_SAA,fine_gru_cwt,avg,60.56905864197532,7.352523227677274,18
HOC_WFE,fine_gru,800,62.8858024691358,7.056860623014935,18
HOC_WFE,fine_gru,1500,62.15277777777778,9.27327710686215,18
HOC_WFE,fine_gru,3000,59.30555555555556,8.609397889872659,18
HOC_WFE,fine_gru,4000,60.293209876543216,10.678345926876663,18
HOC_WFE,fine_gru,avg,61.15933641975309,8.101863766331109,18
HOC_WFE,fine_gru_cwt,800,58.58024691358024,8.85199086498988,18
HOC_WFE,fine_gru_cwt,1500,58.3179012345679,6.446333269388686,18
HOC_WFE,fine_gru_cwt,3000,57.40740740740742,4.764802261951429,18
HOC_WFE,fine_gru_cwt,4000,57.013888888888886,6.546480993533305,18
HOC_WFE,fine_gru_cwt,avg,57.829861111111114,4.511362572326339,18
EPS_SPS,fine_gru,800,66.95216049382717,11.540367585965553,18
EPS_SPS,fine_gru,1500,70.8641975308642,11.702651820439524,18
EPS_SPS,fine_gru,3000,66.60493827160494,10.659449813664168,18
EPS_SPS,fine_gru,4000,64.39814814814814,10.317886761279711,18
EPS_SPS,fine_gru,avg,67.20486111111111,9.660762570079937,18
EPS_SPS,fine_gru_cwt,800,61.52777777777778,13.803742269891696,18
EPS_SPS,fine_gru_cwt,1500,64.53703703703702,10.68993411382992,18
EPS_SPS,fine_gru_cwt,3000,59.50617283950617,9.432328616304577,18
EPS_SPS,fine_gru_cwt,4000,58.5570987654321,10.048689889850337,18
EPS_SPS,fine_gru_cwt,avg,61.03202160493827,8.77600145777297,18
