pair,mode,subject,window_ms,accuracy,n_test
HOC/EFE,raw,1,4000,71.11111111111111,90
HOC/EFE,raw,2,4000,56.25,80
HOC/EFE,raw,3,4000,52.5,80
HOC/EFE,raw,4,4000,76.25,80
HOC/EFE,raw,5,4000,52.5,80
HOC/EFE,raw,6,4000,56.25,80
HOC/EFE,raw,7,4000,76.25,80
HOC/EFE,raw,8,4000,56.25,80
HOC/EFE,raw,9,4000,58.75,80
HOC/EFE,raw,10,4000,68.75,80
HOC/EFE,raw,11,4000,57.49999999999999,80
HOC/EFE,raw,12,4000,52.5,80
HOC/EFE,raw,13,4000,52.5,80
HOC/EFE,raw,14,4000,55.00000000000001,80
HOC/EFE,raw,15,4000,53.75,80
HOC/EFE,raw,16,4000,55.00000000000001,80
HOC/EFE,raw,17,4000,68.75,80
HOC/EFE,raw,18,4000,58.75,80
