pair,mode,subject,window_ms,accuracy,n_test
EPS/SFE,raw,1,4000,58.88888888888889,90
EPS/SFE,raw,2,4000,66.25,80
EPS/SFE,raw,3,4000,60.0,80
EPS/SFE,raw,4,4000,80.0,80
EPS/SFE,raw,5,4000,87.65432098765432,81
EPS/SFE,raw,6,4000,78.75,80
EPS/SFE,raw,7,4000,85.0,80
EPS/SFE,raw,8,4000,48.75,80
EPS/SFE,raw,9,4000,60.0,80
EPS/SFE,raw,10,4000,55.00000000000001,80
EPS/SFE,raw,11,4000,71.25,80
EPS/SFE,raw,12,4000,72.5,80
EPS/SFE,raw,13,4000,73.75,80
EPS/SFE,raw,14,4000,61.25000000000001,80
EPS/SFE,raw,15,4000,58.75,80
EPS/SFE,raw,16,4000,50.0,80
EPS/SFE,raw,17,4000,71.25,80
EPS/SFE,raw,18,4000,90.0,80
