pair,mode,subject,window_ms,accuracy,n_test
HOC/SAA,fbc,1,4000,68.88888888888889,90
HOC/SAA,fbc,2,4000,51.24999999999999,80
HOC/SAA,fbc,3,4000,93.75,80
HOC/SAA,fbc,4,4000,82.5,80
HOC/SAA,fbc,5,4000,51.24999999999999,80
HOC/SAA,fbc,6,4000,56.25,80
HOC/SAA,fbc,7,4000,55.00000000000001,80
HOC/SAA,fbc,8,4000,41.25,80
HOC/SAA,fbc,9,4000,60.0,80
HOC/SAA,fbc,10,4000,70.0,80
HOC/SAA,fbc,11,4000,46.25,80
HOC/SAA,fbc,12,4000,67.5,80
HOC/SAA,fbc,13,4000,61.25000000000001,80
HOC/SAA,fbc,14,4000,50.0,80
HOC/SAA,fbc,15,4000,56.25,80
HOC/SAA,fbc,16,4000,55.00000000000001,80
HOC/SAA,fbc,17,4000,66.25,80
HOC/SAA,fbc,18,4000,85.0,80
