pair,mode,subject,window_ms,accuracy,n_test
HOC/SAA,cwt,1,4000,71.11111111111111,90
HOC/SAA,cwt,2,4000,50.0,80
HOC/SAA,cwt,3,4000,85.0,80
HOC/SAA,cwt,4,4000,82.5,80
HOC/SAA,cwt,5,4000,66.25,80
HOC/SAA,cwt,6,4000,68.75,80
HOC/SAA,cwt,7,4000,67.5,80
HOC/SAA,cwt,8,4000,43.75,80
HOC/SAA,cwt,9,4000,61.25000000000001,80
HOC/SAA,cwt,10,4000,70.0,80
HOC/SAA,cwt,11,4000,55.00000000000001,80
HOC/SAA,cwt,12,4000,46.25,80
HOC/SAA,cwt,13,4000,63.74999999999999,80
HOC/SAA,cwt,14,4000,63.74999999999999,80
HOC/SAA,cwt,15,4000,52.5,80
HOC/SAA,cwt,16,4000,56.25,80
HOC/SAA,cwt,17,4000,75.0,80
HOC/SAA,cwt,18,4000,86.25,80
