scope,pair,contrast,window,n_subjects,mean_x,mean_y,diff,sd_diff,t,p_ttest,p_wilcoxon,cohen_dz,n_x_better,n_y_better,n_ties,p_holm
pair,WFE_SAA,B+CWT - A,avg,18,61.917438,69.263117,-7.345679,7.80296,-3.994007,0.000939,0.000534,-0.941396,3,15,0,0.311856
pair,WFE_SFE,A - B,800,18,61.689815,61.424897,0.264918,4.98249,0.22558,0.824218,0.886911,0.05317,8,9,1,1.0
pair,WFE_SFE,A - B,1500,18,64.75823,65.623285,-0.865055,5.831557,-0.629355,0.537484,0.604733,-0.14834,7,9,2,1.0
pair,WFE_SFE,A - B,3000,18,67.992112,65.078875,2.913237,5.505994,2.244794,0.038377,0.032785,0.529103,11,6,1,1.0
pair,WFE_SFE,A - B,4000,18,66.910151,64.925412,1.984739,5.832877,1.443633,0.167018,0.105233,0.340268,11,4,3,1.0
pair,WFE_SFE,A - B,avg,18,65.337577,64.263117,1.07446,2.826986,1.612511,0.125259,0.141854,0.380073,11,6,1,1.0
pair,WFE_SFE,B+CWT - B,800,18,53.561385,61.424897,-7.863512,9.071582,-3.677644,0.001866,0.002808,-0.866829,3,15,0,0.578541
pair,WFE_SFE,B+CWT - B,1500,18,54.901406,65.623285,-10.721879,10.688221,-4.256001,0.000533,0.00193,-1.003149,4,14,0,0.183414
pair,WFE_SFE,B+CWT - B,3000,18,57.706619,65.078875,-7.372257,9.395912,-3.328877,0.003974,0.006468,-0.784624,3,14,1,1.0
pair,WFE_SFE,B+CWT - B,4000,18,57.267661,64.925412,-7.65775,11.780794,-2.757801,0.013446,0.01593,-0.65002,6,12,0,1.0
pair,WFE_SFE,B+CWT - B,avg,18,55.859268,64.263117,-8.403849,6.96111,-5.121958,8.5e-05,0.000191,-1.207257,2,16,0,0.032542
pair,WFE_SFE,B+CWT - A,800,18,53.561385,61.689815,-8.128429,7.852104,-4.391944,0.000398,0.001606,-1.035191,2,14,2,0.138904
pair,WFE_SFE,B+CWT - A,1500,18,54.901406,64.75823,-9.856824,11.578085,-3.611907,0.002153,0.004173,-0.851335,3,14,1,0.654375
pair,WFE_SFE,B+CWT - A,3000,18,57.706619,67.992112,-10.285494,8.66084,-5.038501,0.000101,0.000995,-1.187586,2,15,1,0.038218
pair,WFE_SFE,B+CWT - A,4000,18,57.267661,66.910151,-9.64249,10.686122,-3.828294,0.001346,0.000839,-0.902338,2,16,0,0.430593
pair,WFE_SFE,B+CWT - A,avg,18,55.859268,65.337577,-9.478309,6.748171,-5.959105,1.6e-05,5.3e-05,-1.404574,2,16,0,0.006296
pair,WAA_EPS,A - B,800,18,60.262346,58.402778,1.859568,6.588791,1.197409,0.247577,0.244254,0.282232,9,7,2,1.0
pair,WAA_EPS,A - B,1500,18,63.472222,59.984568,3.487654,9.16851,1.613879,0.124961,0.246208,0.380395,9,9,0,1.0
pair,WAA_EPS,A - B,3000,18,61.419753,61.466049,-0.046296,6.631169,-0.029621,0.976715,0.905636,-0.006982,9,8,1,1.0
pair,WAA_EPS,A - B,4000,18,61.018519,61.643519,-0.625,6.768901,-0.39174,0.700117,0.722451,-0.092334,8,9,1,1.0
pair,WAA_EPS,A - B,avg,18,61.54321,60.374228,1.168981,5.146019,0.963768,0.348673,0.417114,0.227162,9,9,0,1.0
pair,WAA_EPS,B+CWT - B,800,18,55.87963,58.402778,-2.523148,8.568343,-1.249344,0.228468,0.246208,-0.294473,7,11,0,1.0
pair,WAA_EPS,B+CWT - B,1500,18,57.839506,59.984568,-2.145062,8.054178,-1.129939,0.274194,0.089767,-0.266329,4,14,0,1.0
pair,WAA_EPS,B+CWT - B,3000,18,53.881173,61.466049,-7.584877,8.804509,-3.654935,0.001961,0.005605,-0.861476,3,14,1,0.603861
pair,WAA_EPS,B+CWT - B,4000,18,56.527778,61.643519,-5.115741,6.796838,-3.193286,0.005324,0.006577,-0.752665,3,15,0,1.0
pair,WAA_EPS,B+CWT - B,avg,18,56.032022,60.374228,-4.342207,5.23817,-3.516958,0.002645,0.003365,-0.828955,4,14,0,0.780269
pair,WAA_EPS,B+CWT - A,800,18,55.87963,60.262346,-4.382716,9.332067,-1.992516,0.062623,0.055077,-0.46964,5,12,1,1.0
pair,WAA_EPS,B+CWT - A,1500,18,57.839506,63.472222,-5.632716,7.794861,-3.065814,0.006998,0.010537,-0.722619,4,13,1,1.0
pair,WAA_EPS,B+CWT - A,3000,18,53.881173,61.419753,-7.53858,9.27995,-3.446515,0.003081,0.006957,-0.812351,2,13,3,0.887408
pair,WAA_EPS,B+CWT - A,4000,18,56.527778,61.018519,-4.490741,8.935996,-2.132118,0.04788,0.08393,-0.502545,6,11,1,1.0
pair,WAA_EPS,B+CWT - A,avg,18,56.032022,61.54321,-5.511188,5.151361,-4.538993,0.000291,0.00042,-1.069851,3,15,0,0.103711
pair,WAA_EFE,A - B,800,18,60.987654,60.439815,0.54784,4.966178,0.468023,0.645712,0.876599,0.110314,8,8,2,1.0
pair,WAA_EFE,A - B,1500,18,62.638889,63.117284,-0.478395,6.214263,-0.326613,0.747947,0.758017,-0.076983,8,9,1,1.0
pair,WAA_EFE,A - B,3000,18,65.640432,64.96142,0.679012,5.601706,0.514273,0.613682,0.639694,0.121215,10,8,0,1.0
pair,WAA_EFE,A - B,4000,18,65.339506,64.591049,0.748457,7.85474,0.40427,0.691055,0.579842,0.095287,10,8,0,1.0
pair,WAA_EFE,A - B,avg,18,63.65162,63.277392,0.374228,4.215209,0.376664,0.711084,0.898575,0.088781,8,10,0,1.0
pair,WAA_EFE,B+CWT - B,800,18,57.57716,60.439815,-2.862654,6.310822,-1.924506,0.071195,0.06464,-0.45361,4,13,1,1.0
pair,WAA_EFE,B+CWT - B,1500,18,57.816358,63.117284,-5.300926,6.59862,-3.408277,0.003347,0.006074,-0.803339,3,13,2,0.95732
pair,WAA_EFE,B+CWT - B,3000,18,57.708333,64.96142,-7.253086,7.529528,-4.086875,0.000768,0.001289,-0.963286,4,14,0,0.256587
pair,WAA_EFE,B+CWT - B,4000,18,60.841049,64.591049,-3.75,12.983304,-1.225412,0.237127,0.264526,-0.288832,7,11,0,1.0
pair,WAA_EFE,B+CWT - B,avg,18,58.485725,63.277392,-4.791667,4.649972,-4.371923,0.000415,0.00042,-1.030472,2,16,0,0.14459
pair,WAA_EFE,B+CWT - A,800,18,57.57716,60.987654,-3.410494,7.588772,-1.906698,0.073606,0.071923,-0.449413,5,12,1,1.0
pair,WAA_EFE,B+CWT - A,1500,18,57.816358,62.638889,-4.822531,7.10242,-2.880746,0.010377,0.01593,-0.678998,5,13,0,1.0
pair,WAA_EFE,B+CWT - A,3000,18,57.708333,65.640432,-7.932099,8.702067,-3.867247,0.001237,0.004094,-0.911519,2,14,2,0.399395
pair,WAA_EFE,B+CWT - A,4000,18,60.841049,65.339506,-4.498457,11.339677,-1.683058,0.110637,0.073685,-0.396701,5,13,0,1.0
pair,WAA_EFE,B+CWT - A,avg,18,58.485725,63.65162,-5.165895,5.735019,-3.821615,0.001365,0.00643,-0.900763,2,15,1,0.434151
pair,WAA_SPS,A - B,800,18,63.449074,64.066358,-0.617284,6.968947,-0.375798,0.711716,0.868186,-0.088576,7,10,1,1.0
pair,WAA_SPS,A - B,1500,18,66.728395,68.603395,-1.875,4.292821,-1.853083,0.08131,0.076189,-0.436776,5,10,3,1.0
pair,WAA_SPS,A - B,3000,18,68.773148,67.322531,1.450617,6.477823,0.95008,0.355384,0.378976,0.223936,10,6,2,1.0
pair,WAA_SPS,A - B,4000,18,70.108025,68.896605,1.21142,5.053456,1.01705,0.323387,0.670525,0.239721,9,9,0,1.0
pair,WAA_SPS,A - B,avg,18,67.26466,67.222222,0.042438,3.387352,0.053154,0.958229,0.609459,0.012528,11,7,0,1.0
pair,WAA_SPS,B+CWT - B,800,18,60.030864,64.066358,-4.035494,9.106117,-1.880181,0.077331,0.088304,-0.443163,5,12,1,1.0
pair,WAA_SPS,B+CWT - B,1500,18,62.808642,68.603395,-5.794753,5.909249,-4.160437,0.000655,0.002593,-0.980624,2,15,1,0.222138
pair,WAA_SPS,B+CWT - B,3000,18,57.608025,67.322531,-9.714506,7.66143,-5.379565,5e-05,0.000435,-1.267976,0,16,2,0.019569
pair,WAA_SPS,B+CWT - B,4000,18,59.197531,68.896605,-9.699074,8.219573,-5.006304,0.000108,1.5e-05,-1.179997,1,17,0,0.040662
pair,WAA_SPS,B+CWT - B,avg,18,59.911265,67.222222,-7.310957,5.356342,-5.790848,2.2e-05,5.3e-05,-1.364916,1,17,0,0.00873
pair,WAA_SPS,B+CWT - A,800,18,60.030864,63.449074,-3.41821,9.803018,-1.479364,0.157335,0.129738,-0.34869,6,12,0,1.0
pair,WAA_SPS,B+CWT - A,1500,18,62.808642,66.728395,-3.919753,5.710176,-2.912363,0.009705,0.013541,-0.686451,4,13,1,1.0
pair,WAA_SPS,B+CWT - A,3000,18,57.608025,68.773148,-11.165123,8.618111,-5.496519,3.9e-05,0.00035,-1.295542,1,16,1,0.015569
pair,WAA_SPS,B+CWT - A,4000,18,59.197531,70.108025,-10.910494,8.601779,-5.381364,5e-05,0.000191,-1.2684,3,15,0,0.019547
pair,WAA_SPS,B+CWT - A,avg,18,59.911265,67.26466,-7.353395,5.708023,-5.465608,4.2e-05,0.000107,-1.288256,3,15,0,0.016497
pair,WAA_SAA,A - B,800,18,64.189815,67.57716,-3.387346,5.606413,-2.563366,0.020148,0.02442,-0.604191,5,12,1,1.0
pair,WAA_SAA,A - B,1500,18,71.936728,71.612654,0.324074,6.285935,0.218731,0.829464,0.678761,0.051555,10,6,2,1.0
pair,WAA_SAA,A - B,3000,18,72.700617,69.976852,2.723765,4.834108,2.390505,0.028672,0.041425,0.563447,11,6,1,1.0
pair,WAA_SAA,A - B,4000,18,72.947531,70.339506,2.608025,5.459454,2.026743,0.05867,0.089767,0.477708,11,7,0,1.0
pair,WAA_SAA,A - B,avg,18,70.443673,69.876543,0.56713,3.361026,0.715891,0.483777,0.420705,0.168737,11,6,1,1.0
pair,WAA_SAA,B+CWT - B,800,18,60.33179,67.57716,-7.24537,8.430971,-3.646022,0.001999,0.003279,-0.859376,4,13,1,0.611662
pair,WAA_SAA,B+CWT - B,1500,18,60.949074,71.612654,-10.66358,9.604157,-4.710642,0.000202,0.000839,-1.110309,1,17,0,0.07298
pair,WAA_SAA,B+CWT - B,3000,18,60.763889,69.976852,-9.212963,12.322174,-3.17211,0.005572,0.006482,-0.747674,4,13,1,1.0
pair,WAA_SAA,B+CWT - B,4000,18,58.325617,70.339506,-12.013889,14.317429,-3.56004,0.002409,0.003323,-0.839109,2,15,1,0.717883
pair,WAA_SAA,B+CWT - B,avg,18,60.092593,69.876543,-9.783951,7.906435,-5.250127,6.5e-05,5.3e-05,-1.237467,2,16,0,0.025213
pair,WAA_SAA,B+CWT - A,800,18,60.33179,64.189815,-3.858025,10.047156,-1.629139,0.121672,0.141518,-0.383992,6,12,0,1.0
pair,WAA_SAA,B+CWT - A,1500,18,60.949074,71.936728,-10.987654,10.586994,-4.403202,0.000389,0.000328,-1.037845,2,16,0,0.135977
pair,WAA_SAA,B+CWT - A,3000,18,60.763889,72.700617,-11.936728,12.137394,-4.172498,0.000638,0.001289,-0.983467,3,15,0,0.217064
pair,WAA_SAA,B+CWT - A,4000,18,58.325617,72.947531,-14.621914,12.691329,-4.888025,0.000139,0.000328,-1.152118,3,15,0,0.05142
pair,WAA_SAA,B+CWT - A,avg,18,60.092593,70.443673,-10.35108,7.932372,-5.53629,3.6e-05,7.6e-05,-1.304916,1,17,0,0.014468
pair,WAA_SFE,A - B,800,18,63.658265,66.141975,-2.483711,5.770356,-1.826142,0.085445,0.129738,-0.430426,6,12,0,1.0
pair,WAA_SFE,A - B,1500,18,69.897119,68.149863,1.747257,6.020626,1.231264,0.234987,0.191088,0.290212,9,6,3,1.0
pair,WAA_SFE,A - B,3000,18,69.534465,69.126372,0.408093,4.412622,0.392373,0.699659,0.701881,0.092483,11,7,0,1.0
pair,WAA_SFE,A - B,4000,18,70.515261,67.160494,3.354767,5.052072,2.817274,0.011866,0.018234,0.664038,14,4,0,1.0
pair,WAA_SFE,A - B,avg,18,68.401277,67.644676,0.756602,3.340915,0.960811,0.350115,0.4209,0.226465,10,7,1,1.0
pair,WAA_SFE,B+CWT - B,800,18,58.926612,66.141975,-7.215364,6.203365,-4.934772,0.000126,2.3e-05,-1.163137,1,17,0,0.046986
pair,WAA_SFE,B+CWT - B,1500,18,59.923697,68.149863,-8.226166,8.485521,-4.112967,0.000726,0.001045,-0.969436,2,16,0,0.243959
pair,WAA_SFE,B+CWT - B,3000,18,59.830247,69.126372,-9.296125,6.089831,-6.476389,6e-06,0.000435,-1.5265,0,16,2,0.002352
pair,WAA_SFE,B+CWT - B,4000,18,59.49417,67.160494,-7.666324,9.769567,-3.329263,0.003971,0.00769,-0.784715,4,14,0,1.0
pair,WAA_SFE,B+CWT - B,avg,18,59.543681,67.644676,-8.100995,5.193109,-6.61831,4e-06,8e-06,-1.559951,0,18,0,0.001801
pair,WAA_SFE,B+CWT - A,800,18,58.926612,63.658265,-4.731653,5.78056,-3.472796,0.002911,0.00193,-0.818546,5,13,0,0.847021
pair,WAA_SFE,B+CWT - A,1500,18,59.923697,69.897119,-9.973422,7.714894,-5.48467,4e-05,0.00053,-1.292749,1,15,2,0.015909
pair,WAA_SFE,B+CWT - A,3000,18,59.830247,69.534465,-9.704218,6.829036,-6.02889,1.4e-05,8e-06,-1.421023,0,18,0,0.005514
pair,WAA_SFE,B+CWT - A,4000,18,59.49417,70.515261,-11.021091,10.41519,-4.489455,0.000323,0.001642,-1.058175,2,15,1,0.114003
pair,WAA_SFE,B+CWT - A,avg,18,59.543681,68.401277,-8.857596,5.635448,-6.668431,4e-06,1.5e-05,-1.571764,1,17,0,0.001643
pair,EPS_EFE,A - B,800,18,53.333333,56.450617,-3.117284,5.190022,-2.548258,0.020784,0.018139,-0.60063,2,13,3,1.0
pair,EPS_EFE,A - B,1500,18,58.217593,60.979938,-2.762346,6.787589,-1.726628,0.10236,0.106818,-0.40697,6,11,1,1.0
pair,EPS_EFE,A - B,3000,18,61.21142,61.473765,-0.262346,7.716979,-0.144232,0.887013,0.639694,-0.033996,8,10,0,1.0
pair,EPS_EFE,A - B,4000,18,60.25463,60.501543,-0.246914,8.179622,-0.12807,0.899596,0.981101,-0.030186,9,8,1,1.0
pair,EPS_EFE,A - B,avg,18,58.254244,59.851466,-1.597222,3.655188,-1.853924,0.081184,0.052209,-0.436974,5,12,1,1.0
pair,EPS_EFE,B+CWT - B,800,18,55.717593,56.450617,-0.733025,8.332762,-0.373221,0.713597,0.331561,-0.087969,6,11,1,1.0
pair,EPS_EFE,B+CWT - B,1500,18,56.134259,60.979938,-4.845679,8.706108,-2.361385,0.030406,0.017889,-0.556584,4,13,1,1.0
pair,EPS_EFE,B+CWT - B,3000,18,54.29784,61.473765,-7.175926,8.455665,-3.60053,0.002206,0.002644,-0.848653,3,14,1,0.668529
pair,EPS_EFE,B+CWT - B,4000,18,54.799383,60.501543,-5.70216,9.399339,-2.573821,0.019718,0.034233,-0.606655,6,12,0,1.0
pair,EPS_EFE,B+CWT - B,avg,18,55.237269,59.851466,-4.614198,6.398438,-3.059556,0.007093,0.010406,-0.721144,4,14,0,1.0
pair,EPS_EFE,B+CWT - A,800,18,55.717593,53.333333,2.384259,8.734002,1.158181,0.262803,0.264526,0.272986,11,7,0,1.0
pair,EPS_EFE,B+CWT - A,1500,18,56.134259,58.217593,-2.083333,10.191187,-0.867302,0.397854,0.437507,-0.204425,5,11,2,1.0
pair,EPS_EFE,B+CWT - A,3000,18,54.29784,61.21142,-6.91358,11.48854,-2.553139,0.020576,0.023674,-0.601781,6,12,0,1.0
pair,EPS_EFE,B+CWT - A,4000,18,54.799383,60.25463,-5.455247,10.181808,-2.273138,0.036278,0.049437,-0.535784,6,11,1,1.0
pair,EPS_EFE,B+CWT - A,avg,18,55.237269,58.254244,-3.016975,7.997088,-1.600575,0.127889,0.154045,-0.377259,7,11,0,1.0
pair,EPS_SPS,A - B,800,18,64.112654,66.087963,-1.975309,5.070212,-1.652894,0.116699,0.101424,-0.389591,6,11,1,1.0
pair,EPS_SPS,A - B,1500,18,70.185185,69.305556,0.87963,4.289581,0.870004,0.396417,0.422229,0.205062,9,7,2,1.0
pair,EPS_SPS,A - B,3000,18,72.314815,68.341049,3.973765,5.892776,2.861005,0.01082,0.0155,0.674345,12,2,4,1.0
pair,EPS_SPS,A - B,4000,18,69.992284,67.79321,2.199074,6.59862,1.413914,0.175439,0.300326,0.333263,8,8,2,1.0
pair,EPS_SPS,A - B,avg,18,69.151235,67.881944,1.26929,3.261372,1.651189,0.117051,0.140902,0.389189,11,6,1,1.0
pair,EPS_SPS,B+CWT - B,800,18,60.58642,66.087963,-5.501543,6.751425,-3.457206,0.003011,0.003365,-0.814871,3,15,0,0.870101
pair,EPS_SPS,B+CWT - B,1500,18,65.0,69.305556,-4.305556,5.166746,-3.53548,0.002541,0.005571,-0.833321,3,14,1,0.752087
pair,EPS_SPS,B+CWT - B,3000,18,58.348765,68.341049,-9.992284,7.069699,-5.996531,1.4e-05,2.3e-05,-1.413396,1,17,0,0.005862
pair,EPS_SPS,B+CWT - B,4000,18,58.834877,67.79321,-8.958333,8.272141,-4.594577,0.000258,0.000842,-1.082952,1,16,1,0.09263
pair,EPS_SPS,B+CWT - B,avg,18,60.692515,67.881944,-7.189429,5.121713,-5.955462,1.6e-05,8e-06,-1.403716,0,18,0,0.006325
pair,EPS_SPS,B+CWT - A,800,18,60.58642,64.112654,-3.526235,7.329386,-2.041173,0.057073,0.092768,-0.481109,6,11,1,1.0
pair,EPS_SPS,B+CWT - A,1500,18,65.0,70.185185,-5.185185,5.228094,-4.20782,0.000592,0.002435,-0.991793,2,15,1,0.202312
pair,EPS_SPS,B+CWT - A,3000,18,58.348765,72.314815,-13.966049,8.232398,-7.197529,1e-06,1.5e-05,-1.696474,1,17,0,0.000625
pair,EPS_SPS,B+CWT - A,4000,18,58.834877,69.992284,-11.157407,9.290117,-5.095401,9e-05,0.000107,-1.200997,1,17,0,0.034211
pair,EPS_SPS,B+CWT - A,avg,18,60.692515,69.151235,-8.458719,4.564683,-7.861949,0.0,8e-06,-1.853079,0,18,0,0.000194
pair,EPS_SAA,A - B,800,18,62.708333,64.328704,-1.62037,4.437034,-1.549379,0.139706,0.160913,-0.365192,6,10,2,1.0
pair,EPS_SAA,A - B,1500,18,69.621914,69.722222,-0.100309,6.850808,-0.06212,0.951192,0.966118,-0.014642,8,10,0,1.0
pair,EPS_SAA,A - B,3000,18,70.061728,67.021605,3.040123,6.824269,1.890042,0.075927,0.088171,0.445487,12,5,1,1.0
pair,EPS_SAA,A - B,4000,18,69.328704,65.625,3.703704,6.727493,2.335712,0.032015,0.030365,0.550532,12,6,0,1.0
pair,EPS_SAA,A - B,avg,18,67.93017,66.674383,1.255787,4.381192,1.216074,0.240574,0.303795,0.286631,10,8,0,1.0
pair,EPS_SAA,B+CWT - B,800,18,58.595679,64.328704,-5.733025,9.170603,-2.652297,0.01676,0.01387,-0.625152,3,15,0,1.0
pair,EPS_SAA,B+CWT - B,1500,18,63.194444,69.722222,-6.527778,7.993053,-3.464886,0.002961,0.002703,-0.816681,1,15,2,0.858704
pair,EPS_SAA,B+CWT - B,3000,18,59.197531,67.021605,-7.824074,10.396113,-3.192995,0.005327,0.003365,-0.752596,4,14,0,1.0
pair,EPS_SAA,B+CWT - B,4000,18,59.938272,65.625,-5.686728,13.683819,-1.763159,0.095839,0.083076,-0.415581,3,13,2,1.0
pair,EPS_SAA,B+CWT - B,avg,18,60.231481,66.674383,-6.442901,7.656547,-3.570136,0.002357,0.002335,-0.841489,3,15,0,0.704684
pair,EPS_SAA,B+CWT - A,800,18,58.595679,62.708333,-4.112654,9.622049,-1.813389,0.087466,0.102338,-0.42742,7,10,1,1.0
pair,EPS_SAA,B+CWT - A,1500,18,63.194444,69.621914,-6.427469,7.374711,-3.697696,0.001787,0.002681,-0.871555,1,15,2,0.555679
pair,EPS_SAA,B+CWT - A,3000,18,59.197531,70.061728,-10.864198,11.544505,-3.992626,0.000942,0.000839,-0.941071,4,14,0,0.311856
pair,EPS_SAA,B+CWT - A,4000,18,59.938272,69.328704,-9.390432,13.428323,-2.966881,0.008643,0.009206,-0.6993,3,14,1,1.0
pair,EPS_SAA,B+CWT - A,avg,18,60.231481,67.93017,-7.698688,7.996457,-4.084655,0.000772,0.001644,-0.962762,1,16,1,0.25705
pair,EPS_SFE,A - B,800,18,64.195816,65.184328,-0.988512,6.978691,-0.600958,0.555797,0.60443,-0.141647,8,8,2,1.0
pair,EPS_SFE,A - B,1500,18,69.861968,69.364712,0.497257,4.857326,0.43433,0.669512,0.585543,0.102372,11,6,1,1.0
pair,EPS_SFE,A - B,3000,18,70.687586,66.248285,4.4393,7.46647,2.522525,0.021913,0.021461,0.594565,13,4,1,1.0
pair,EPS_SFE,A - B,4000,18,71.231139,66.272291,4.958848,7.396675,2.844333,0.011208,0.014661,0.670416,13,4,1,1.0
pair,EPS_SFE,A - B,avg,18,68.994127,66.767404,2.226723,3.347457,2.822198,0.011743,0.012032,0.665198,12,6,0,1.0
pair,EPS_SFE,B+CWT - B,800,18,59.585905,65.184328,-5.598422,6.210573,-3.824461,0.001357,0.002073,-0.901434,4,13,1,0.432834
pair,EPS_SFE,B+CWT - B,1500,18,62.722908,69.364712,-6.641804,10.493383,-2.685386,0.015645,0.023034,-0.632952,4,13,1,1.0
pair,EPS_SFE,B+CWT - B,3000,18,58.958333,66.248285,-7.289952,9.661973,-3.201069,0.005235,0.0056,-0.754499,5,13,0,1.0
pair,EPS_SFE,B+CWT - B,4000,18,58.43107,66.272291,-7.841221,11.295675,-2.945152,0.009052,0.010537,-0.694179,5,12,1,1.0
pair,EPS_SFE,B+CWT - B,avg,18,59.924554,66.767404,-6.84285,6.255597,-4.640924,0.000234,0.000598,-1.093876,1,16,1,0.084161
pair,EPS_SFE,B+CWT - A,800,18,59.585905,64.195816,-4.609911,6.928766,-2.822753,0.01173,0.010406,-0.665329,5,13,0,1.0
pair,EPS_SFE,B+CWT - A,1500,18,62.722908,69.861968,-7.13906,11.303389,-2.679592,0.015835,0.029394,-0.631586,6,11,1,1.0
pair,EPS_SFE,B+CWT - A,3000,18,58.958333,70.687586,-11.729252,9.789175,-5.083473,9.2e-05,0.00042,-1.198186,1,17,0,0.034888
pair,EPS_SFE,B+CWT - A,4000,18,58.43107,71.231139,-12.800069,8.969548,-6.054496,1.3e-05,1.5e-05,-1.427058,1,17,0,0.005269
pair,EPS_SFE,B+CWT - A,avg,18,59.924554,68.994127,-9.069573,6.046454,-6.363885,7e-06,1.5e-05,-1.499982,1,17,0,0.002903
pair,EFE_SPS,A - B,800,18,64.066358,65.347222,-1.280864,5.07066,-1.071704,0.298832,0.341792,-0.252603,7,10,1,1.0
pair,EFE_SPS,A - B,1500,18,68.873457,69.00463,-0.131173,5.635953,-0.098744,0.922496,0.754465,-0.023274,9,6,3,1.0
pair,EFE_SPS,A - B,3000,18,71.242284,69.884259,1.358025,8.081089,0.712975,0.485534,0.686993,0.16805,10,7,1,1.0
pair,EFE_SPS,A - B,4000,18,71.666667,67.955247,3.71142,7.74163,2.033967,0.057866,0.03508,0.479411,13,4,1,1.0
pair,EFE_SPS,A - B,avg,18,68.962191,68.04784,0.914352,4.322833,0.89739,0.382044,0.468292,0.211517,12,6,0,1.0
pair,EFE_SPS,B+CWT - B,800,18,60.223765,65.347222,-5.123457,8.923275,-2.435987,0.026148,0.049232,-0.574168,6,10,2,1.0
pair,EFE_SPS,B+CWT - B,1500,18,63.873457,69.00463,-5.131173,7.721622,-2.81932,0.011815,0.010403,-0.66452,4,12,2,1.0
pair,EFE_SPS,B+CWT - B,3000,18,60.794753,69.884259,-9.089506,10.261671,-3.758015,0.001567,0.004173,-0.885773,4,13,1,0.489032
pair,EFE_SPS,B+CWT - B,4000,18,58.996914,67.955247,-8.958333,7.989538,-4.757095,0.000183,0.000671,-1.121258,2,16,0,0.066505
pair,EFE_SPS,B+CWT - B,avg,18,60.972222,68.04784,-7.075617,5.885675,-5.100401,8.9e-05,0.000107,-1.202176,2,16,0,0.033946
pair,EFE_SPS,B+CWT - A,800,18,60.223765,64.066358,-3.842593,8.60175,-1.895282,0.07519,0.097225,-0.446722,6,11,1,1.0
pair,EFE_SPS,B+CWT - A,1500,18,63.873457,68.873457,-5.0,7.35147,-2.885573,0.010272,0.013003,-0.680136,3,13,2,1.0
pair,EFE_SPS,B+CWT - A,3000,18,60.794753,71.242284,-10.447531,9.444872,-4.693036,0.000209,0.001388,-1.106159,2,15,1,0.075549
pair,EFE_SPS,B+CWT - A,4000,18,58.996914,71.666667,-12.669753,12.572011,-4.275626,0.000511,0.00226,-1.007775,3,14,1,0.176843
pair,EFE_SPS,B+CWT - A,avg,18,60.972222,68.962191,-7.989969,6.741698,-5.028194,0.000103,0.000191,-1.185157,3,15,0,0.038946
pair,EFE_SAA,A - B,800,18,65.640432,65.246914,0.393519,6.106142,0.273423,0.787822,0.981093,0.064446,8,9,1,1.0
pair,EFE_SAA,A - B,1500,18,69.359568,69.012346,0.347222,5.937876,0.248092,0.807035,0.604126,0.058476,10,6,2,1.0
pair,EFE_SAA,A - B,3000,18,69.45216,69.70679,-0.25463,8.195102,-0.131823,0.896672,0.86826,-0.031071,10,7,1,1.0
pair,EFE_SAA,A - B,4000,18,69.683642,69.220679,0.462963,5.060679,0.388127,0.702739,0.721965,0.091482,9,8,1,1.0
pair,EFE_SAA,A - B,avg,18,68.533951,68.296682,0.237269,3.438114,0.29279,0.773226,0.393569,0.069011,10,7,1,1.0
pair,EFE_SAA,B+CWT - B,800,18,59.020062,65.246914,-6.226852,5.067905,-5.212863,7e-05,0.000455,-1.228684,1,16,1,0.027162
pair,EFE_SAA,B+CWT - B,1500,18,58.804012,69.012346,-10.208333,8.652291,-5.005644,0.000108,0.001075,-1.179842,2,15,1,0.040662
pair,EFE_SAA,B+CWT - B,3000,18,60.33179,69.70679,-9.375,11.124711,-3.575352,0.00233,0.003365,-0.842719,4,14,0,0.699084
pair,EFE_SAA,B+CWT - B,4000,18,60.87963,69.220679,-8.341049,14.161177,-2.49895,0.022997,0.02772,-0.589008,5,12,1,1.0
pair,EFE_SAA,B+CWT - B,avg,18,59.758873,68.296682,-8.537809,8.013619,-4.520162,0.000302,0.00042,-1.065412,2,16,0,0.107363
pair,EFE_SAA,B+CWT - A,800,18,59.020062,65.640432,-6.62037,8.994471,-3.122791,0.006194,0.008965,-0.736049,5,13,0,1.0
pair,EFE_SAA,B+CWT - A,1500,18,58.804012,69.359568,-10.555556,8.469476,-5.287627,6e-05,0.000145,-1.246306,3,15,0,0.023578
pair,EFE_SAA,B+CWT - A,3000,18,60.33179,69.45216,-9.12037,13.468137,-2.873037,0.010548,0.012032,-0.677181,4,14,0,1.0
pair,EFE_SAA,B+CWT - A,4000,18,60.87963,69.683642,-8.804012,14.784378,-2.526468,0.021736,0.034233,-0.595494,5,13,0,1.0
pair,EFE_SAA,B+CWT - A,avg,18,59.758873,68.533951,-8.775077,9.076812,-4.101605,0.000744,0.001642,-0.966758,3,14,1,0.249284
pair,EFE_SFE,A - B,800,18,65.385802,63.985768,1.400034,5.741001,1.034635,0.315334,0.308381,0.243866,10,7,1,1.0
pair,EFE_SFE,A - B,1500,18,69.29784,66.009088,3.288752,6.270168,2.225298,0.039885,0.04642,0.524508,11,6,1,1.0
pair,EFE_SFE,A - B,3000,18,70.300069,68.708848,1.591221,6.735029,1.002368,0.330221,0.393171,0.23626,10,7,1,1.0
