pair,mode,subject,window_ms,accuracy,n_test
SPS/SAA,cwt,1,4000,46.666666666666664,90
SPS/SAA,cwt,2,4000,51.24999999999999,80
SPS/SAA,cwt,3,4000,62.5,80
SPS/SAA,cwt,4,4000,63.74999999999999,80
SPS/SAA,cwt,5,4000,60.0,80
SPS/SAA,cwt,6,4000,50.0,80
SPS/SAA,cwt,7,4000,66.25,80
SPS/SAA,cwt,8,4000,53.75,80
SPS/SAA,cwt,9,4000,40.0,80
SPS/SAA,cwt,10,4000,56.25,80
SPS/SAA,cwt,11,4000,75.0,80
SPS/SAA,cwt,12,4000,53.75,80
SPS/SAA,cwt,13,4000,62.5,80
SPS/SAA,cwt,14,4000,51.24999999999999,80
SPS/SAA,cwt,15,4000,76.25,80
SPS/SAA,cwt,16,4000,68.75,80
SPS/SAA,cwt,17,4000,42.5,80
SPS/SAA,cwt,18,4000,70.0,80
