pair,subject,window_ms,fold,accuracy,val_accuracy,n_test
EPS/SFE,1,800,1,33.333333333333336,83.33333333333333,18
EPS/SFE,1,800,2,44.44444444444444,77.77777777777777,18
EPS/SFE,1,800,3,50.0,55.55555555555556,18
EPS/SFE,1,800,4,44.44444444444444,77.77777777777777,18
EPS/SFE,1,800,5,55.55555555555556,77.77777777777777,18
EPS/SFE,1,1500,1,50.0,66.66666666666667,18
EPS/SFE,1,1500,2,38.888888888888886,77.77777777777777,18
EPS/SFE,1,1500,3,55.55555555555556,66.66666666666667,18
EPS/SFE,1,1500,4,55.55555555555556,77.77777777777777,18
EPS/SFE,1,1500,5,61.111111111111114,72.22222222222223,18
EPS/SFE,1,3000,1,38.888888888888886,61.111111111111114,18
EPS/SFE,1,3000,2,50.0,83.33333333333333,18
EPS/SFE,1,3000,3,55.55555555555556,66.66666666666667,18
EPS/SFE,1,3000,4,55.55555555555556,66.66666666666667,18
EPS/SFE,1,3000,5,55.55555555555556,61.111111111111114,18
EPS/SFE,1,4000,1,38.888888888888886,66.66666666666667,18
EPS/SFE,1,4000,2,38.888888888888886,66.66666666666667,18
EPS/SFE,1,4000,3,38.888888888888886,66.66666666666667,18
EPS/SFE,1,4000,4,38.888888888888886,72.22222222222223,18
EPS/SFE,1,4000,5,50.0,55.55555555555556,18
EPS/SFE,2,800,1,50.0,62.5,16
EPS/SFE,2,800,2,62.5,56.25,16
EPS/SFE,2,800,3,62.5,62.5,16
EPS/SFE,2,800,4,56.25,56.25,16
EPS/SFE,2,800,5,68.75,81.25,16
EPS/SFE,2,1500,1,43.75,68.75,16
EPS/SFE,2,1500,2,37.5,68.75,16
EPS/SFE,2,1500,3,56.25,56.25,16
EPS/SFE,2,1500,4,50.0,50.0,16
EPS/SFE,2,1500,5,43.75,62.5,16
EPS/SFE,2,3000,1,62.5,68.75,16
EPS/SFE,2,3000,2,68.75,68.75,16
EPS/SFE,2,3000,3,62.5,56.25,16
EPS/SFE,2,3000,4,62.5,68.75,16
EPS/SFE,2,3000,5,75.0,75.0,16
EPS/SFE,2,4000,1,56.25,62.5,16
EPS/SFE,2,4000,2,50.0,56.25,16
EPS/SFE,2,4000,3,56.25,56.25,16
EPS/SFE,2,4000,4,62.5,68.75,16
EPS/SFE,2,4000,5,81.25,75.0,16
EPS/SFE,3,800,1,75.0,81.25,16
EPS/SFE,3,800,2,56.25,93.75,16
EPS/SFE,3,800,3,68.75,62.5,16
EPS/SFE,3,800,4,62.5,87.5,16
EPS/SFE,3,800,5,81.25,81.25,16
EPS/SFE,3,1500,1,81.25,87.5,16
EPS/SFE,3,1500,2,50.0,100.0,16
EPS/SFE,3,1500,3,62.5,75.0,16
EPS/SFE,3,1500,4,81.25,81.25,16
EPS/SFE,3,1500,5,37.5,87.5,16
EPS/SFE,3,3000,1,81.25,81.25,16
EPS/SFE,3,3000,2,56.25,75.0,16
EPS/SFE,3,3000,3,37.5,81.25,16
EPS/SFE,3,3000,4,68.75,81.25,16
EPS/SFE,3,3000,5,62.5,87.5,16
EPS/SFE,3,4000,1,81.25,93.75,16
EPS/SFE,3,4000,2,50.0,75.0,16
EPS/SFE,3,4000,3,50.0,81.25,16
EPS/SFE,3,4000,4,75.0,75.0,16
EPS/SFE,3,4000,5,68.75,87.5,16
EPS/SFE,4,800,1,62.5,68.75,16
EPS/SFE,4,800,2,87.5,100.0,16
EPS/SFE,4,800,3,75.0,93.75,16
EPS/SFE,4,800,4,87.5,93.75,16
EPS/SFE,4,800,5,93.75,93.75,16
EPS/SFE,4,1500,1,68.75,81.25,16
EPS/SFE,4,1500,2,81.25,93.75,16
EPS/SFE,4,1500,3,68.75,87.5,16
EPS/SFE,4,1500,4,87.5,100.0,16
EPS/SFE,4,1500,5,81.25,87.5,16
EPS/SFE,4,3000,1,43.75,75.0,16
EPS/SFE,4,3000,2,68.75,62.5,16
EPS/SFE,4,3000,3,43.75,81.25,16
EPS/SFE,4,3000,4,62.5,87.5,16
EPS/SFE,4,3000,5,75.0,68.75,16
EPS/SFE,4,4000,1,37.5,56.25,16
EPS/SFE,4,4000,2,50.0,81.25,16
EPS/SFE,4,4000,3,43.75,75.0,16
EPS/SFE,4,4000,4,50.0,81.25,16
EPS/SFE,4,4000,5,87.5,56.25,16
EPS/SFE,5,800,1,76.47058823529412,75.0,17
EPS/SFE,5,800,2,50.0,64.70588235294117,16
EPS/SFE,5,800,3,50.0,52.94117647058823,16
EPS/SFE,5,800,4,43.75,52.94117647058823,16
EPS/SFE,5,800,5,43.75,52.94117647058823,16
EPS/SFE,5,1500,1,58.8235294117647,56.25,17
EPS/SFE,5,1500,2,50.0,52.94117647058823,16
EPS/SFE,5,1500,3,37.5,52.94117647058823,16
EPS/SFE,5,1500,4,56.25,58.8235294117647,16
EPS/SFE,5,1500,5,43.75,76.47058823529412,16
EPS/SFE,5,3000,1,70.58823529411765,75.0,17
EPS/SFE,5,3000,2,43.75,64.70588235294117,16
EPS/SFE,5,3000,3,56.25,76.47058823529412,16
EPS/SFE,5,3000,4,43.75,64.70588235294117,16
EPS/SFE,5,3000,5,62.5,70.58823529411765,16
EPS/SFE,5,4000,1,47.05882352941177,75.0,17
EPS/SFE,5,4000,2,37.5,70.58823529411765,16
EPS/SFE,5,4000,3,37.5,58.8235294117647,16
EPS/SFE,5,4000,4,43.75,58.8235294117647,16
EPS/SFE,5,4000,5,62.5,76.47058823529412,16
EPS/SFE,6,800,1,56.25,62.5,16
EPS/SFE,6,800,2,43.75,68.75,16
EPS/SFE,6,800,3,37.5,68.75,16
EPS/SFE,6,800,4,37.5,68.75,16
EPS/SFE,6,800,5,56.25,68.75,16
EPS/SFE,6,1500,1,43.75,75.0,16
EPS/SFE,6,1500,2,68.75,56.25,16
EPS/SFE,6,1500,3,56.25,56.25,16
EPS/SFE,6,1500,4,50.0,62.5,16
EPS/SFE,6,1500,5,43.75,68.75,16
EPS/SFE,6,3000,1,56.25,68.75,16
EPS/SFE,6,3000,2,37.5,50.0,16
EPS/SFE,6,3000,3,56.25,62.5,16
EPS/SFE,6,3000,4,43.75,75.0,16
EPS/SFE,6,3000,5,43.75,62.5,16
EPS/SFE,6,4000,1,75.0,68.75,16
EPS/SFE,6,4000,2,62.5,62.5,16
EPS/SFE,6,4000,3,75.0,62.5,16
EPS/SFE,6,4000,4,56.25,81.25,16
EPS/SFE,6,4000,5,56.25,68.75,16
EPS/SFE,7,800,1,62.5,81.25,16
EPS/SFE,7,800,2,56.25,75.0,16
EPS/SFE,7,800,3,56.25,81.25,16
EPS/SFE,7,800,4,81.25,68.75,16
EPS/SFE,7,800,5,56.25,50.0,16
EPS/SFE,7,1500,1,62.5,81.25,16
EPS/SFE,7,1500,2,56.25,62.5,16
EPS/SFE,7,1500,3,56.25,75.0,16
EPS/SFE,7,1500,4,43.75,62.5,16
EPS/SFE,7,1500,5,68.75,37.5,16
