subject,4000
1,62.22222222222222
2,45.0
3,60.0
4,63.74999999999999
5,47.5
6,53.75
7,42.5
8,56.25
9,60.0
10,53.75
11,46.25
12,53.75
13,40.0
14,43.75
15,52.5
16,52.5
17,57.49999999999999
18,57.49999999999999
