pair,subject,window_ms,accuracy,n_test
EFE/SAA,1,800,48.888888888888886,90
EFE/SAA,1,1500,56.666666666666664,90
EFE/SAA,1,3000,55.55555555555556,90
EFE/SAA,1,4000,47.77777777777778,90
EFE/SAA,2,800,56.25,80
EFE/SAA,2,1500,56.25,80
EFE/SAA,2,3000,62.5,80
EFE/SAA,2,4000,65.0,80
EFE/SAA,3,800,81.25,80
EFE/SAA,3,1500,67.5,80
EFE/SAA,3,3000,58.75,80
EFE/SAA,3,4000,58.75,80
EFE/SAA,4,800,46.25,80
EFE/SAA,4,1500,48.75,80
EFE/SAA,4,3000,50.0,80
EFE/SAA,4,4000,57.49999999999999,80
EFE/SAA,5,800,57.49999999999999,80
EFE/SAA,5,1500,43.75,80
EFE/SAA,5,3000,52.5,80
EFE/SAA,5,4000,53.75,80
EFE/SAA,6,800,48.75,80
EFE/SAA,6,1500,40.0,80
EFE/SAA,6,3000,50.0,80
EFE/SAA,6,4000,50.0,80
EFE/SAA,7,800,63.74999999999999,80
EFE/SAA,7,1500,67.5,80
EFE/SAA,7,3000,60.0,80
EFE/SAA,7,4000,63.74999999999999,80
EFE/SAA,8,800,48.75,80
EFE/SAA,8,1500,55.00000000000001,80
EFE/SAA,8,3000,53.75,80
EFE/SAA,8,4000,52.5,80
EFE/SAA,9,800,46.25,80
EFE/SAA,9,1500,53.75,80
EFE/SAA,9,3000,47.5,80
EFE/SAA,9,4000,57.49999999999999,80
EFE/SAA,10,800,50.0,80
EFE/SAA,10,1500,47.5,80
EFE/SAA,10,3000,48.75,80
EFE/SAA,10,4000,55.00000000000001,80
EFE/SAA,11,800,55.00000000000001,80
EFE/SAA,11,1500,43.75,80
EFE/SAA,11,3000,43.75,80
EFE/SAA,11,4000,56.25,80
EFE/SAA,12,800,47.5,80
EFE/SAA,12,1500,56.25,80
EFE/SAA,12,3000,46.25,80
EFE/SAA,12,4000,40.0,80
EFE/SAA,13,800,61.25000000000001,80
EFE/SAA,13,1500,46.25,80
EFE/SAA,13,3000,40.0,80
EFE/SAA,13,4000,41.25,80
EFE/SAA,14,800,60.0,80
EFE/SAA,14,1500,51.24999999999999,80
EFE/SAA,14,3000,52.5,80
EFE/SAA,14,4000,60.0,80
EFE/SAA,15,800,55.00000000000001,80
EFE/SAA,15,1500,60.0,80
EFE/SAA,15,3000,50.0,80
EFE/SAA,15,4000,51.24999999999999,80
EFE/SAA,16,800,52.5,80
EFE/SAA,16,1500,56.25,80
EFE/SAA,16,3000,53.75,80
EFE/SAA,16,4000,52.5,80
EFE/SAA,17,800,48.75,80
EFE/SAA,17,1500,42.5,80
EFE/SAA,17,3000,47.5,80
EFE/SAA,17,4000,48.75,80
EFE/SAA,18,800,75.0,80
EFE/SAA,18,1500,73.75,80
EFE/SAA,18,3000,67.5,80
EFE/SAA,18,4000,76.25,80
