pair,mode,subject,window_ms,accuracy,n_test
SAA/SFE,cwt,1,4000,42.22222222222222,90
SAA/SFE,cwt,2,4000,53.75,80
SAA/SFE,cwt,3,4000,58.75,80
SAA/SFE,cwt,4,4000,53.75,80
SAA/SFE,cwt,5,4000,56.79012345679012,81
SAA/SFE,cwt,6,4000,63.74999999999999,80
SAA/SFE,cwt,7,4000,62.5,80
SAA/SFE,cwt,8,4000,53.75,80
SAA/SFE,cwt,9,4000,58.75,80
SAA/SFE,cwt,10,4000,60.0,80
SAA/SFE,cwt,11,4000,72.5,80
SAA/SFE,cwt,12,4000,66.25,80
SAA/SFE,cwt,13,4000,57.49999999999999,80
SAA/SFE,cwt,14,4000,56.25,80
SAA/SFE,cwt,15,4000,50.0,80
SAA/SFE,cwt,16,4000,58.75,80
SAA/SFE,cwt,17,4000,50.0,80
SAA/SFE,cwt,18,4000,87.5,80
