pair,mode,subject,window_ms,accuracy,n_test
WFE/EFE,fbc,1,4000,52.22222222222223,90
WFE/EFE,fbc,2,4000,55.00000000000001,80
WFE/EFE,fbc,3,4000,47.5,80
WFE/EFE,fbc,4,4000,60.0,80
WFE/EFE,fbc,5,4000,50.0,80
WFE/EFE,fbc,6,4000,56.25,80
WFE/EFE,fbc,7,4000,57.49999999999999,80
WFE/EFE,fbc,8,4000,51.24999999999999,80
WFE/EFE,fbc,9,4000,65.0,80
WFE/EFE,fbc,10,4000,61.25000000000001,80
WFE/EFE,fbc,11,4000,46.25,80
WFE/EFE,fbc,12,4000,48.75,80
WFE/EFE,fbc,13,4000,40.0,80
WFE/EFE,fbc,14,4000,60.0,80
WFE/EFE,fbc,15,4000,50.0,80
WFE/EFE,fbc,16,4000,56.25,80
WFE/EFE,fbc,17,4000,50.0,80
WFE/EFE,fbc,18,4000,45.0,80
