pair,model,subject,window_ms,accuracy,n_test
HOC/WFE,conformer_a,12,4000,61.25000000000001,80
HOC/WFE,conformer_a,13,800,57.49999999999999,80
HOC/WFE,conformer_a,13,1500,65.0,80
HOC/WFE,conformer_a,13,3000,78.75,80
HOC/WFE,conformer_a,13,4000,71.25,80
HOC/WFE,conformer_a,14,800,63.74999999999999,80
HOC/WFE,conformer_a,14,1500,53.75,80
HOC/WFE,conformer_a,14,3000,48.75,80
HOC/WFE,conformer_a,14,4000,53.75,80
HOC/WFE,conformer_a,15,800,85.0,80
HOC/WFE,conformer_a,15,1500,80.0,80
HOC/WFE,conformer_a,15,3000,86.25,80
HOC/WFE,conformer_a,15,4000,88.75,80
HOC/WFE,conformer_a,16,800,63.74999999999999,80
HOC/WFE,conformer_a,16,1500,62.5,80
HOC/WFE,conformer_a,16,3000,72.5,80
HOC/WFE,conformer_a,16,4000,67.5,80
HOC/WFE,conformer_a,17,800,42.5,80
HOC/WFE,conformer_a,17,1500,56.25,80
HOC/WFE,conformer_a,17,3000,48.75,80
HOC/WFE,conformer_a,17,4000,50.0,80
HOC/WFE,conformer_a,18,800,70.0,80
HOC/WFE,conformer_a,18,1500,70.0,80
HOC/WFE,conformer_a,18,3000,73.75,80
HOC/WFE,conformer_a,18,4000,68.75,80
HOC/WFE,conformer_b,1,800,56.66666666666666,90
HOC/WFE,conformer_b,1,1500,56.66666666666666,90
HOC/WFE,conformer_b,1,3000,55.55555555555556,90
HOC/WFE,conformer_b,1,4000,43.333333333333336,90
HOC/WFE,conformer_b,2,800,53.75,80
HOC/WFE,conformer_b,2,1500,58.75,80
HOC/WFE,conformer_b,2,3000,57.49999999999999,80
HOC/WFE,conformer_b,2,4000,57.49999999999999,80
HOC/WFE,conformer_b,3,800,68.75,80
HOC/WFE,conformer_b,3,1500,70.0,80
HOC/WFE,conformer_b,3,3000,60.0,80
HOC/WFE,conformer_b,3,4000,65.0,80
HOC/WFE,conformer_b,4,800,63.74999999999999,80
HOC/WFE,conformer_b,4,1500,66.25,80
HOC/WFE,conformer_b,4,3000,65.0,80
HOC/WFE,conformer_b,4,4000,67.5,80
HOC/WFE,conformer_b,5,800,63.74999999999999,80
HOC/WFE,conformer_b,5,1500,60.0,80
HOC/WFE,conformer_b,5,3000,66.25,80
HOC/WFE,conformer_b,5,4000,66.25,80
HOC/WFE,conformer_b,6,800,62.5,80
HOC/WFE,conformer_b,6,1500,63.74999999999999,80
HOC/WFE,conformer_b,6,3000,55.00000000000001,80
HOC/WFE,conformer_b,6,4000,57.49999999999999,80
HOC/WFE,conformer_b,7,800,62.5,80
HOC/WFE,conformer_b,7,1500,57.49999999999999,80
HOC/WFE,conformer_b,7,3000,50.0,80
HOC/WFE,conformer_b,7,4000,60.0,80
HOC/WFE,conformer_b,8,800,57.49999999999999,80
HOC/WFE,conformer_b,8,1500,52.5,80
HOC/WFE,conformer_b,8,3000,41.25,80
HOC/WFE,conformer_b,8,4000,50.0,80
HOC/WFE,conformer_b,9,800,57.49999999999999,80
HOC/WFE,conformer_b,9,1500,57.49999999999999,80
HOC/WFE,conformer_b,9,3000,56.25,80
HOC/WFE,conformer_b,9,4000,52.5,80
HOC/WFE,conformer_b,10,800,67.5,80
HOC/WFE,conformer_b,10,1500,62.5,80
HOC/WFE,conformer_b,10,3000,42.5,80
HOC/WFE,conformer_b,10,4000,52.5,80
HOC/WFE,conformer_b,11,800,65.0,80
HOC/WFE,conformer_b,11,1500,71.25,80
HOC/WFE,conformer_b,11,3000,45.0,80
HOC/WFE,conformer_b,11,4000,60.0,80
HOC/WFE,conformer_b,12,800,65.0,80
HOC/WFE,conformer_b,12,1500,65.0,80
HOC/WFE,conformer_b,12,3000,61.25000000000001,80
HOC/WFE,conformer_b,12,4000,58.75,80
HOC/WFE,conformer_b,13,800,62.5,80
HOC/WFE,conformer_b,13,1500,75.0,80
HOC/WFE,conformer_b,13,3000,62.5,80
HOC/WFE,conformer_b,13,4000,66.25,80
HOC/WFE,conformer_b,14,800,62.5,80
HOC/WFE,conformer_b,14,1500,56.25,80
HOC/WFE,conformer_b,14,3000,50.0,80
HOC/WFE,conformer_b,14,4000,53.75,80
HOC/WFE,conformer_b,15,800,80.0,80
HOC/WFE,conformer_b,15,1500,83.75,80
HOC/WFE,conformer_b,15,3000,77.5,80
HOC/WFE,conformer_b,15,4000,83.75,80
HOC/WFE,conformer_b,16,800,65.0,80
HOC/WFE,conformer_b,16,1500,65.0,80
HOC/WFE,conformer_b,16,3000,66.25,80
HOC/WFE,conformer_b,16,4000,68.75,80
HOC/WFE,conformer_b,17,800,56.25,80
HOC/WFE,conformer_b,17,1500,58.75,80
HOC/WFE,conformer_b,17,3000,52.5,80
HOC/WFE,conformer_b,17,4000,50.0,80
HOC/WFE,conformer_b,18,800,67.5,80
HOC/WFE,conformer_b,18,1500,62.5,80
HOC/WFE,conformer_b,18,3000,70.0,80
HOC/WFE,conformer_b,18,4000,63.74999999999999,80
HOC/WAA,fine,1,800,60.0,90
HOC/WAA,fine,1,1500,60.0,90
HOC/WAA,fine,1,3000,70.0,90
HOC/WAA,fine,1,4000,57.77777777777777,90
HOC/WAA,fine,2,800,58.75,80
HOC/WAA,fine,2,1500,58.75,80
HOC/WAA,fine,2,3000,68.75,80
HOC/WAA,fine,2,4000,73.75,80
HOC/WAA,fine,3,800,62.5,80
HOC/WAA,fine,3,1500,63.74999999999999,80
HOC/WAA,fine,3,3000,58.75,80
HOC/WAA,fine,3,4000,66.25,80
HOC/WAA,fine,4,800,60.0,80
HOC/WAA,fine,4,1500,70.0,80
HOC/WAA,fine,4,3000,66.25,80
HOC/WAA,fine,4,4000,66.25,80
HOC/WAA,fine,5,800,67.5,80
HOC/WAA,fine,5,1500,68.75,80
HOC/WAA,fine,5,3000,67.5,80
HOC/WAA,fine,5,4000,61.25000000000001,80
HOC/WAA,fine,6,800,62.5,80
HOC/WAA,fine,6,1500,66.25,80
HOC/WAA,fine,6,3000,73.75,80
HOC/WAA,fine,6,4000,67.5,80
HOC/WAA,fine,7,800,62.5,80
HOC/WAA,fine,7,1500,66.25,80
HOC/WAA,fine,7,3000,78.75,80
HOC/WAA,fine,7,4000,65.0,80
HOC/WAA,fine,8,800,48.75,80
HOC/WAA,fine,8,1500,56.25,80
HOC/WAA,fine,8,3000,53.75,80
HOC/WAA,fine,8,4000,57.49999999999999,80
HOC/WAA,fine,9,800,53.75,80
HOC/WAA,fine,9,1500,48.75,80
HOC/WAA,fine,9,3000,57.49999999999999,80
HOC/WAA,fine,9,4000,60.0,80
HOC/WAA,fine,10,800,57.49999999999999,80
HOC/WAA,fine,10,1500,80.0,80
HOC/WAA,fine,10,3000,61.25000000000001,80
HOC/WAA,fine,10,4000,57.49999999999999,80
HOC/WAA,fine,11,800,61.25000000000001,80
HOC/WAA,fine,11,1500,58.75,80
HOC/WAA,fine,11,3000,70.0,80
HOC/WAA,fine,11,4000,75.0,80
HOC/WAA,fine,12,800,56.25,80
HOC/WAA,fine,12,1500,67.5,80
HOC/WAA,fine,12,3000,71.25,80
HOC/WAA,fine,12,4000,67.5,80
HOC/WAA,fine,13,800,66.25,80
HOC/WAA,fine,13,1500,62.5,80
HOC/WAA,fine,13,3000,75.0,80
HOC/WAA,fine,13,4000,80.0,80
HOC/WAA,fine,14,800,61.25000000000001,80
HOC/WAA,fine,14,1500,68.75,80
HOC/WAA,fine,14,3000,61.25000000000001,80
HOC/WAA,fine,14,4000,61.25000000000001,80
HOC/WAA,fine,15,800,50.0,80
HOC/WAA,fine,15,1500,47.5,80
HOC/WAA,fine,15,3000,52.5,80
HOC/WAA,fine,15,4000,55.00000000000001,80
HOC/WAA,fine,16,800,80.0,80
HOC/WAA,fine,16,1500,75.0,80
HOC/WAA,fine,16,3000,65.0,80
HOC/WAA,fine,16,4000,70.0,80
HOC/WAA,fine,17,800,63.74999999999999,80
HOC/WAA,fine,17,1500,57.49999999999999,80
HOC/WAA,fine,17,3000,72.5,80
HOC/WAA,fine,17,4000,63.74999999999999,80
HOC/WAA,fine,18,800,58.75,80
HOC/WAA,fine,18,1500,52.5,80
HOC/WAA,fine,18,3000,66.25,80
HOC/WAA,fine,18,4000,71.25,80
HOC/WAA,conformer_a,1,800,64.44444444444444,90
HOC/WAA,conformer_a,1,1500,63.33333333333333,90
HOC/WAA,conformer_a,1,3000,70.0,90
HOC/WAA,conformer_a,1,4000,68.88888888888889,90
HOC/WAA,conformer_a,2,800,52.5,80
HOC/WAA,conformer_a,2,1500,55.00000000000001,80
HOC/WAA,conformer_a,2,3000,68.75,80
HOC/WAA,conformer_a,2,4000,72.5,80
HOC/WAA,conformer_a,3,800,65.0,80
HOC/WAA,conformer_a,3,1500,65.0,80
HOC/WAA,conformer_a,3,3000,72.5,80
HOC/WAA,conformer_a,3,4000,58.75,80
HOC/WAA,conformer_a,4,800,58.75,80
HOC/WAA,conformer_a,4,1500,65.0,80
HOC/WAA,conformer_a,4,3000,63.74999999999999,80
HOC/WAA,conformer_a,4,4000,61.25000000000001,80
HOC/WAA,conformer_a,5,800,71.25,80
HOC/WAA,conformer_a,5,1500,62.5,80
HOC/WAA,conformer_a,5,3000,65.0,80
HOC/WAA,conformer_a,5,4000,66.25,80
HOC/WAA,conformer_a,6,800,58.75,80
HOC/WAA,conformer_a,6,1500,61.25000000000001,80
HOC/WAA,conformer_a,6,3000,65.0,80
HOC/WAA,conformer_a,6,4000,66.25,80
HOC/WAA,conformer_a,7,800,62.5,80
HOC/WAA,conformer_a,7,1500,58.75,80
HOC/WAA,conformer_a,7,3000,63.74999999999999,80
HOC/WAA,conformer_a,7,4000,65.0,80
HOC/WAA,conformer_a,8,800,46.25,80
HOC/WAA,conformer_a,8,1500,45.0,80
HOC/WAA,conformer_a,8,3000,66.25,80
HOC/WAA,conformer_a,8,4000,62.5,80
HOC/WAA,conformer_a,9,800,53.75,80
HOC/WAA,conformer_a,9,1500,47.5,80
HOC/WAA,conformer_a,9,3000,58.75,80
HOC/WAA,conformer_a,9,4000,55.00000000000001,80
HOC/WAA,conformer_a,10,800,68.75,80
HOC/WAA,conformer_a,10,1500,75.0,80
HOC/WAA,conformer_a,10,3000,61.25000000000001,80
HOC/WAA,conformer_a,10,4000,72.5,80
HOC/WAA,conformer_a,11,800,60.0,80
HOC/WAA,conformer_a,11,1500,72.5,80
HOC/WAA,conformer_a,11,3000,65.0,80
HOC/WAA,conformer_a,11,4000,68.75,80
HOC/WAA,conformer_a,12,800,61.25000000000001,80
HOC/WAA,conformer_a,12,1500,53.75,80
HOC/WAA,conformer_a,12,3000,52.5,80
HOC/WAA,conformer_a,12,4000,65.0,80
HOC/WAA,conformer_a,13,800,71.25,80
HOC/WAA,conformer_a,13,1500,63.74999999999999,80
HOC/WAA,conformer_a,13,3000,73.75,80
HOC/WAA,conformer_a,13,4000,67.5,80
HOC/WAA,conformer_a,14,800,70.0,80
HOC/WAA,conformer_a,14,1500,62.5,80
HOC/WAA,conformer_a,14,3000,62.5,80
HOC/WAA,conformer_a,14,4000,57.49999999999999,80
HOC/WAA,conformer_a,15,800,42.5,80
HOC/WAA,conformer_a,15,1500,47.5,80
HOC/WAA,conformer_a,15,3000,56.25,80
HOC/WAA,conformer_a,15,4000,50.0,80
HOC/WAA,conformer_a,16,800,78.75,80
HOC/WAA,conformer_a,16,1500,80.0,80
HOC/WAA,conformer_a,16,3000,78.75,80
HOC/WAA,conformer_a,16,4000,80.0,80
HOC/WAA,conformer_a,17,800,61.25000000000001,80
HOC/WAA,conformer_a,17,1500,62.5,80
HOC/WAA,conformer_a,17,3000,56.25,80
HOC/WAA,conformer_a,17,4000,61.25000000000001,80
HOC/WAA,conformer_a,18,800,53.75,80
HOC/WAA,conformer_a,18,1500,52.5,80
HOC/WAA,conformer_a,18,3000,71.25,80
HOC/WAA,conformer_a,18,4000,70.0,80
HOC/WAA,conformer_b,1,800,56.66666666666666,90
HOC/WAA,conformer_b,1,1500,62.22222222222222,90
HOC/WAA,conformer_b,1,3000,66.66666666666666,90
HOC/WAA,conformer_b,1,4000,65.55555555555556,90
HOC/WAA,conformer_b,2,800,50.0,80
HOC/WAA,conformer_b,2,1500,62.5,80
HOC/WAA,conformer_b,2,3000,57.49999999999999,80
HOC/WAA,conformer_b,2,4000,58.75,80
HOC/WAA,conformer_b,3,800,53.75,80
HOC/WAA,conformer_b,3,1500,66.25,80
HOC/WAA,conformer_b,3,3000,71.25,80
HOC/WAA,conformer_b,3,4000,62.5,80
HOC/WAA,conformer_b,4,800,63.74999999999999,80
HOC/WAA,conformer_b,4,1500,71.25,80
HOC/WAA,conformer_b,4,3000,58.75,80
HOC/WAA,conformer_b,4,4000,68.75,80
HOC/WAA,conformer_b,5,800,56.25,80
HOC/WAA,conformer_b,5,1500,67.5,80
HOC/WAA,conformer_b,5,3000,60.0,80
HOC/WAA,conformer_b,5,4000,52.5,80
HOC/WAA,conformer_b,6,800,63.74999999999999,80
HOC/WAA,conformer_b,6,1500,63.74999999999999,80
HOC/WAA,conformer_b,6,3000,65.0,80
HOC/WAA,conformer_b,6,4000,71.25,80
HOC/WAA,conformer_b,7,800,57.49999999999999,80
HOC/WAA,conformer_b,7,1500,62.5,80
HOC/WAA,conformer_b,7,3000,68.75,80
HOC/WAA,conformer_b,7,4000,72.5,80
HOC/WAA,conformer_b,8,800,51.24999999999999,80
HOC/WAA,conformer_b,8,1500,56.25,80
HOC/WAA,conformer_b,8,3000,58.75,80
HOC/WAA,conformer_b,8,4000,57.49999999999999,80
HOC/WAA,conformer_b,9,800,52.5,80
HOC/WAA,conformer_b,9,1500,57.49999999999999,80
HOC/WAA,conformer_b,9,3000,58.75,80
HOC/WAA,conformer_b,9,4000,63.74999999999999,80
HOC/WAA,conformer_b,10,800,66.25,80
HOC/WAA,conformer_b,10,1500,67.5,80
HOC/WAA,conformer_b,10,3000,68.75,80
HOC/WAA,conformer_b,10,4000,60.0,80
HOC/WAA,conformer_b,11,800,61.25000000000001,80
HOC/WAA,conformer_b,11,1500,61.25000000000001,80
HOC/WAA,conformer_b,11,3000,62.5,80
HOC/WAA,conformer_b,11,4000,63.74999999999999,80
HOC/WAA,conformer_b,12,800,57.49999999999999,80
HOC/WAA,conformer_b,12,1500,68.75,80
HOC/WAA,conformer_b,12,3000,77.5,80
HOC/WAA,conformer_b,12,4000,73.75,80
HOC/WAA,conformer_b,13,800,65.0,80
HOC/WAA,conformer_b,13,1500,67.5,80
HOC/WAA,conformer_b,13,3000,67.5,80
HOC/WAA,conformer_b,13,4000,72.5,80
HOC/WAA,conformer_b,14,800,71.25,80
HOC/WAA,conformer_b,14,1500,70.0,80
HOC/WAA,conformer_b,14,3000,61.25000000000001,80
HOC/WAA,conformer_b,14,4000,65.0,80
HOC/WAA,conformer_b,15,800,51.24999999999999,80
HOC/WAA,conformer_b,15,1500,48.75,80
HOC/WAA,conformer_b,15,3000,61.25000000000001,80
HOC/WAA,conformer_b,15,4000,51.24999999999999,80
HOC/WAA,conformer_b,16,800,82.5,80
HOC/WAA,conformer_b,16,1500,85.0,80
HOC/WAA,conformer_b,16,3000,73.75,80
HOC/WAA,conformer_b,16,4000,81.25,80
HOC/WAA,conformer_b,17,800,58.75,80
HOC/WAA,conformer_b,17,1500,57.49999999999999,80
HOC/WAA,conformer_b,17,3000,63.74999999999999,80
HOC/WAA,conformer_b,17,4000,62.5,80
HOC/WAA,conformer_b,18,800,56.25,80
HOC/WAA,conformer_b,18,1500,65.0,80
HOC/WAA,conformer_b,18,3000,63.74999999999999,80
HOC/WAA,conformer_b,18,4000,72.5,80
HOC/EPS,fine,1,800,71.11111111111111,90
HOC/EPS,fine,1,1500,63.33333333333333,90
HOC/EPS,fine,1,3000,57.77777777777777,90
HOC/EPS,fine,1,4000,57.77777777777777,90
HOC/EPS,fine,2,800,43.75,80
HOC/EPS,fine,2,1500,60.0,80
HOC/EPS,fine,2,3000,62.5,80
HOC/EPS,fine,2,4000,57.49999999999999,80
HOC/EPS,fine,3,800,67.5,80
HOC/EPS,fine,3,1500,67.5,80
HOC/EPS,fine,3,3000,66.25,80
HOC/EPS,fine,3,4000,56.25,80
HOC/EPS,fine,4,800,85.0,80
HOC/EPS,fine,4,1500,81.25,80
HOC/EPS,fine,4,3000,82.5,80
HOC/EPS,fine,4,4000,67.5,80
HOC/EPS,fine,5,800,52.5,80
HOC/EPS,fine,5,1500,52.5,80
HOC/EPS,fine,5,3000,46.25,80
HOC/EPS,fine,5,4000,52.5,80
HOC/EPS,fine,6,800,52.5,80
HOC/EPS,fine,6,1500,55.00000000000001,80
HOC/EPS,fine,6,3000,51.24999999999999,80
HOC/EPS,fine,6,4000,48.75,80
HOC/EPS,fine,7,800,70.0,80
HOC/EPS,fine,7,1500,68.75,80
HOC/EPS,fine,7,3000,60.0,80
HOC/EPS,fine,7,4000,60.0,80
HOC/EPS,fine,8,800,56.25,80
HOC/EPS,fine,8,1500,50.0,80
HOC/EPS,fine,8,3000,56.25,80
HOC/EPS,fine,8,4000,52.5,80
HOC/EPS,fine,9,800,50.0,80
HOC/EPS,fine,9,1500,50.0,80
HOC/EPS,fine,9,3000,65.0,80
HOC/EPS,fine,9,4000,52.5,80
HOC/EPS,fine,10,800,62.5,80
HOC/EPS,fine,10,1500,78.75,80
HOC/EPS,fine,10,3000,68.75,80
HOC/EPS,fine,10,4000,67.5,80
HOC/EPS,fine,11,800,61.25000000000001,80
HOC/EPS,fine,11,1500,63.74999999999999,80
HOC/EPS,fine,11,3000,65.0,80
HOC/EPS,fine,11,4000,62.5,80
HOC/EPS,fine,12,800,47.5,80
HOC/EPS,fine,12,1500,62.5,80
HOC/EPS,fine,12,3000,62.5,80
HOC/EPS,fine,12,4000,60.0,80
HOC/EPS,fine,13,800,68.75,80
HOC/EPS,fine,13,1500,55.00000000000001,80
HOC/EPS,fine,13,3000,56.25,80
HOC/EPS,fine,13,4000,55.00000000000001,80
HOC/EPS,fine,14,800,58.75,80
HOC/EPS,fine,14,1500,62.5,80
HOC/EPS,fine,14,3000,58.75,80
HOC/EPS,fine,14,4000,56.25,80
HOC/EPS,fine,15,800,67.5,80
HOC/EPS,fine,15,1500,71.25,80
HOC/EPS,fine,15,3000,66.25,80
HOC/EPS,fine,15,4000,70.0,80
HOC/EPS,fine,16,800,77.5,80
HOC/EPS,fine,16,1500,58.75,80
HOC/EPS,fine,16,3000,68.75,80
HOC/EPS,fine,16,4000,67.5,80
HOC/EPS,fine,17,800,55.00000000000001,80
HOC/EPS,fine,17,1500,66.25,80
HOC/EPS,fine,17,3000,52.5,80
HOC/EPS,fine,17,4000,65.0,80
HOC/EPS,fine,18,800,62.5,80
HOC/EPS,fine,18,1500,66.25,80
HOC/EPS,fine,18,3000,67.5,80
HOC/EPS,fine,18,4000,67.5,80
HOC/EPS,conformer_a,1,800,51.11111111111111,90
HOC/EPS,conformer_a,1,1500,65.55555555555556,90
HOC/EPS,conformer_a,1,3000,62.22222222222222,90
HOC/EPS,conformer_a,1,4000,58.88888888888889,90
HOC/EPS,conformer_a,2,800,50.0,80
HOC/EPS,conformer_a,2,1500,53.75,80
HOC/EPS,conformer_a,2,3000,45.0,80
HOC/EPS,conformer_a,2,4000,61.25000000000001,80
HOC/EPS,conformer_a,3,800,57.49999999999999,80
HOC/EPS,conformer_a,3,1500,68.75,80
HOC/EPS,conformer_a,3,3000,63.74999999999999,80
HOC/EPS,conformer_a,3,4000,70.0,80
HOC/EPS,conformer_a,4,800,76.25,80
HOC/EPS,conformer_a,4,1500,85.0,80
HOC/EPS,conformer_a,4,3000,73.75,80
HOC/EPS,conformer_a,4,4000,71.25,80
HOC/EPS,conformer_a,5,800,57.49999999999999,80
HOC/EPS,conformer_a,5,1500,52.5,80
HOC/EPS,conformer_a,5,3000,52.5,80
HOC/EPS,conformer_a,5,4000,50.0,80
HOC/EPS,conformer_a,6,800,47.5,80
HOC/EPS,conformer_a,6,1500,50.0,80
HOC/EPS,conformer_a,6,3000,57.49999999999999,80
HOC/EPS,conformer_a,6,4000,62.5,80
HOC/EPS,conformer_a,7,800,61.25000000000001,80
HOC/EPS,conformer_a,7,1500,72.5,80
HOC/EPS,conformer_a,7,3000,75.0,80
HOC/EPS,conformer_a,7,4000,73.75,80
HOC/EPS,conformer_a,8,800,43.75,80
HOC/EPS,conformer_a,8,1500,55.00000000000001,80
HOC/EPS,conformer_a,8,3000,55.00000000000001,80
HOC/EPS,conformer_a,8,4000,50.0,80
HOC/EPS,conformer_a,9,800,55.00000000000001,80
HOC/EPS,conformer_a,9,1500,52.5,80
HOC/EPS,conformer_a,9,3000,58.75,80
HOC/EPS,conformer_a,9,4000,57.49999999999999,80
HOC/EPS,conformer_a,10,800,68.75,80
HOC/EPS,conformer_a,10,1500,76.25,80
HOC/EPS,conformer_a,10,3000,73.75,80
HOC/EPS,conformer_a,10,4000,67.5,80
HOC/EPS,conformer_a,11,800,68.75,80
HOC/EPS,conformer_a,11,1500,56.25,80
HOC/EPS,conformer_a,11,3000,57.49999999999999,80
HOC/EPS,conformer_a,11,4000,62.5,80
HOC/EPS,conformer_a,12,800,62.5,80
HOC/EPS,conformer_a,12,1500,61.25000000000001,80
HOC/EPS,conformer_a,12,3000,61.25000000000001,80
HOC/EPS,conformer_a,12,4000,52.5,80
HOC/EPS,conformer_a,13,800,47.5,80
HOC/EPS,conformer_a,13,1500,52.5,80
HOC/EPS,conformer_a,13,3000,66.25,80
HOC/EPS,conformer_a,13,4000,52.5,80
HOC/EPS,conformer_a,14,800,55.00000000000001,80
HOC/EPS,conformer_a,14,1500,57.49999999999999,80
HOC/EPS,conformer_a,14,3000,60.0,80
HOC/EPS,conformer_a,14,4000,61.25000000000001,80
HOC/EPS,conformer_a,15,800,72.5,80
HOC/EPS,conformer_a,15,1500,70.0,80
HOC/EPS,conformer_a,15,3000,71.25,80
HOC/EPS,conformer_a,15,4000,71.25,80
HOC/EPS,conformer_a,16,800,65.0,80
HOC/EPS,conformer_a,16,1500,52.5,80
