pair,mode,subject,window_ms,accuracy,n_test
EFE/SFE,cwt,1,4000,55.55555555555556,90
EFE/SFE,cwt,2,4000,53.75,80
EFE/SFE,cwt,3,4000,70.0,80
EFE/SFE,cwt,4,4000,50.0,80
EFE/SFE,cwt,5,4000,59.25925925925925,81
EFE/SFE,cwt,6,4000,60.0,80
EFE/SFE,cwt,7,4000,51.24999999999999,80
EFE/SFE,cwt,8,4000,43.75,80
EFE/SFE,cwt,9,4000,57.49999999999999,80
EFE/SFE,cwt,10,4000,68.75,80
EFE/SFE,cwt,11,4000,53.75,80
EFE/SFE,cwt,12,4000,46.25,80
EFE/SFE,cwt,13,4000,65.0,80
EFE/SFE,cwt,14,4000,56.25,80
EFE/SFE,cwt,15,4000,47.5,80
EFE/SFE,cwt,16,4000,63.74999999999999,80
EFE/SFE,cwt,17,4000,50.0,80
EFE/SFE,cwt,18,4000,72.5,80
