pair,mode,subject,window_ms,accuracy,n_test
WFE/SFE,cwt,1,4000,51.11111111111111,90
WFE/SFE,cwt,2,4000,57.49999999999999,80
WFE/SFE,cwt,3,4000,68.75,80
WFE/SFE,cwt,4,4000,56.25,80
WFE/SFE,cwt,5,4000,50.617283950617285,81
WFE/SFE,cwt,6,4000,67.5,80
WFE/SFE,cwt,7,4000,56.25,80
WFE/SFE,cwt,8,4000,62.5,80
WFE/SFE,cwt,9,4000,43.75,80
WFE/SFE,cwt,10,4000,53.75,80
WFE/SFE,cwt,11,4000,73.75,80
WFE/SFE,cwt,12,4000,58.75,80
WFE/SFE,cwt,13,4000,47.5,80
WFE/SFE,cwt,14,4000,75.0,80
WFE/SFE,cwt,15,4000,41.25,80
WFE/SFE,cwt,16,4000,55.00000000000001,80
WFE/SFE,cwt,17,4000,46.25,80
WFE/SFE,cwt,18,4000,95.0,80
