pair,mode,subject,window_ms,accuracy,n_test
EPS/EFE,cwt,1,4000,63.33333333333333,90
EPS/EFE,cwt,2,4000,56.25,80
EPS/EFE,cwt,3,4000,51.24999999999999,80
EPS/EFE,cwt,4,4000,71.25,80
EPS/EFE,cwt,5,4000,60.0,80
EPS/EFE,cwt,6,4000,60.0,80
EPS/EFE,cwt,7,4000,45.0,80
EPS/EFE,cwt,8,4000,46.25,80
EPS/EFE,cwt,9,4000,53.75,80
EPS/EFE,cwt,10,4000,47.5,80
EPS/EFE,cwt,11,4000,61.25000000000001,80
EPS/EFE,cwt,12,4000,45.0,80
EPS/EFE,cwt,13,4000,57.49999999999999,80
EPS/EFE,cwt,14,4000,50.0,80
EPS/EFE,cwt,15,4000,52.5,80
EPS/EFE,cwt,16,4000,62.5,80
EPS/EFE,cwt,17,4000,56.25,80
EPS/EFE,cwt,18,4000,53.75,80
