subject,4000
1,51.11111111111111
2,51.24999999999999
3,75.0
4,62.5
5,67.5
6,63.74999999999999
7,61.25000000000001
8,42.5
9,48.75
10,48.75
11,66.25
12,60.0
13,73.75
14,66.25
15,77.5
16,65.0
17,52.5
18,66.25
