pair,mode,subject,window_ms,accuracy,n_test
HOC/WFE,raw,1,4000,51.11111111111111,90
HOC/WFE,raw,2,4000,51.24999999999999,80
HOC/WFE,raw,3,4000,75.0,80
HOC/WFE,raw,4,4000,62.5,80
HOC/WFE,raw,5,4000,67.5,80
HOC/WFE,raw,6,4000,63.74999999999999,80
HOC/WFE,raw,7,4000,61.25000000000001,80
HOC/WFE,raw,8,4000,42.5,80
HOC/WFE,raw,9,4000,48.75,80
HOC/WFE,raw,10,4000,48.75,80
HOC/WFE,raw,11,4000,66.25,80
HOC/WFE,raw,12,4000,60.0,80
HOC/WFE,raw,13,4000,73.75,80
HOC/WFE,raw,14,4000,66.25,80
HOC/WFE,raw,15,4000,77.5,80
HOC/WFE,raw,16,4000,65.0,80
HOC/WFE,raw,17,4000,52.5,80
HOC/WFE,raw,18,4000,66.25,80
