pair,mode,subject,window_ms,accuracy,n_test
WFE/SAA,cwt,1,4000,72.22222222222221,90
WFE/SAA,cwt,2,4000,53.75,80
WFE/SAA,cwt,3,4000,68.75,80
WFE/SAA,cwt,4,4000,81.25,80
WFE/SAA,cwt,5,4000,62.5,80
WFE/SAA,cwt,6,4000,67.5,80
WFE/SAA,cwt,7,4000,55.00000000000001,80
WFE/SAA,cwt,8,4000,53.75,80
WFE/SAA,cwt,9,4000,60.0,80
WFE/SAA,cwt,10,4000,61.25000000000001,80
WFE/SAA,cwt,11,4000,52.5,80
WFE/SAA,cwt,12,4000,60.0,80
WFE/SAA,cwt,13,4000,61.25000000000001,80
WFE/SAA,cwt,14,4000,58.75,80
WFE/SAA,cwt,15,4000,58.75,80
WFE/SAA,cwt,16,4000,50.0,80
WFE/SAA,cwt,17,4000,62.5,80
WFE/SAA,cwt,18,4000,63.74999999999999,80
