pair,mode,subject,window_ms,accuracy,n_test
HOC/EFE,raw,1,4000,64.44444444444444,90
HOC/EFE,raw,2,4000,68.75,80
HOC/EFE,raw,3,4000,77.5,80
HOC/EFE,raw,4,4000,83.75,80
HOC/EFE,raw,5,4000,66.25,80
HOC/EFE,raw,6,4000,68.75,80
HOC/EFE,raw,7,4000,67.5,80
HOC/EFE,raw,8,4000,60.0,80
HOC/EFE,raw,9,4000,53.75,80
HOC/EFE,raw,10,4000,57.49999999999999,80
HOC/EFE,raw,11,4000,63.74999999999999,80
HOC/EFE,raw,12,4000,62.5,80
HOC/EFE,raw,13,4000,78.75,80
HOC/EFE,raw,14,4000,75.0,80
HOC/EFE,raw,15,4000,68.75,80
HOC/EFE,raw,16,4000,70.0,80
HOC/EFE,raw,17,4000,68.75,80
HOC/EFE,raw,18,4000,87.5,80
